pkey,Occupation_42,Is_student,activity_type,INSEE,AGE_2018,DEGREE,SEX,household_type,target
596,"csp_7_7",FALSE,"TACT2-1","01249",72,"hd.1.3","Male","ft11","N"
601,"csp_8_5",FALSE,"TACT2-5","01249",55,"hd.1.3","Male","ft32","I"
603,"csp_5_5",FALSE,"TACT1-1","01249",58,"hd.1.4","Female","ft41","N"
605,"csp_7_8",FALSE,"TACT2-1","01250",98,"hd.1.1","Male","ft11","I"
607,"csp_8_1",FALSE,"TACT1-2","01250",23,"hd.1.4","Male","ft43","I"
611,"csp_7_8",FALSE,"TACT2-1","01252",69,"hd.1.1","Female","ft44","I"
613,"csp_5_2",FALSE,"TACT1-1","01252",64,"hd.3","Female","ft43","I"
614,"csp_7_1",FALSE,"TACT2-1","01254",88,"hd.2","Female","ft12","N"
617,"csp_3_4",FALSE,"TACT1-1","01254",50,"hd.1.8","Male","ft11","I"
618,"csp_7_7",FALSE,"TACT2-1","01254",87,"hd.1.1","Female","ft44","I"
620,"csp_2_2",FALSE,"TACT1-1","01254",35,"hd.3","Male","ft11","N"
622,"csp_7_5",FALSE,"TACT2-1","01257",89,"hd.1.4","Female","ft32","I"
625,"csp_4_5",FALSE,"TACT1-1","01258",62,"hd.1.2","Female","ft20","N"
629,"csp_2_2",FALSE,"TACT1-2","01261",59,"hd.1.3","Male","ft11","I"
631,"csp_7_7",FALSE,"TACT2-1","01261",71,"hd.1.3","Female","ft44","N"
632,"csp_4_3",FALSE,"TACT1-1","01262",23,"hd.1.5","Female","ft41","I"
637,"csp_8_5",FALSE,"TACT2-5","01262",48,"hd.1.4","Female","ft42","I"
639,"csp_4_5",FALSE,"TACT1-1","01262",59,"hd.1.7","Female","ft41","N"
645,"csp_3_1",FALSE,"TACT1-1","01263",43,"hd.1.8","Male","ft41","N"
646,"csp_4_2",TRUE,"TACT1-1","01263",25,"hd.1.7","Female","ft41","I"
647,"csp_7_7",FALSE,"TACT2-1","01263",69,"hd.1.3","Male","ft44","I"
648,"csp_8_6",FALSE,"TACT2-4","01263",78,"hd.2","Female","ft44","I"
649,"csp_2_2",FALSE,"TACT1-2","01263",50,"hd.1.6","Male","ft43","I"
653,"csp_8_4",TRUE,"TACT2-2","01265",21,"hd.1.2","Female","ft42","I"
655,"csp_1_1",FALSE,"TACT1-1","01266",50,"hd.1.6","Male","ft44","N"
658,"csp_2_1",FALSE,"TACT1-1","01266",50,"hd.1.3","Male","ft42","N"
659,"csp_7_7",FALSE,"TACT2-1","01267",66,"hd.2","Female","ft44","I"
663,"csp_5_2",FALSE,"TACT1-1","01269",63,"hd.1.7","Male","ft11","I"
664,"csp_4_6",FALSE,"TACT1-1","01272",37,"hd.1.6","Female","ft41","N"
667,"csp_7_7",FALSE,"TACT2-1","01273",63,"hd.1.4","Female","ft44","I"
670,"csp_5_2",FALSE,"TACT1-1","01276",51,"hd.1.3","Female","ft41","N"
671,"csp_3_8",FALSE,"TACT1-1","01281",44,"hd.1.6","Male","ft11","I"
673,"csp_7_7",FALSE,"TACT2-1","01281",71,"hd.1.3","Female","ft44","N"
675,"csp_7_4",FALSE,"TACT2-1","01281",64,"hd.1.6","Male","ft44","I"
677,"csp_3_1",FALSE,"TACT1-1","01283",67,"hd.1.8","Female","ft41","N"
678,"csp_7_7",FALSE,"TACT2-1","01283",81,"hd.1.1","Female","ft44","I"
680,"csp_7_4",FALSE,"TACT2-1","01283",83,"hd.1","Female","ft44","I"
681,"csp_6_3",FALSE,"TACT1-1","01283",30,"hd.3","Male","ft41","N"
686,"csp_5_2",FALSE,"TACT1-1","01283",61,"hd.1.4","Female","ft43","N"
687,"csp_7_1",FALSE,"TACT2-1","01283",77,"hd.1.3","Male","ft44","I"
688,"csp_3_8",FALSE,"TACT1-1","01283",39,"hd.1.8","Male","ft42","I"
694,"csp_5_2",FALSE,"TACT1-1","01283",41,"hd.1.4","Female","ft41","N"
695,"csp_8_5",FALSE,"TACT2-5","01283",41,"hd.1.6","Female","ft42","I"
697,"csp_7_8",FALSE,"TACT2-1","01283",73,"hd.2","Male","ft44","I"
698,"csp_8_4",TRUE,"TACT2-2","01283",21,"hd.1.2","Female","ft20","I"
699,"csp_7_5",FALSE,"TACT2-1","01283",79,"hd.1.4","Female","ft12","N"
702,"csp_7_7",FALSE,"TACT2-1","01283",72,"hd.1.3","Male","ft11","N"
703,"csp_4_6",FALSE,"TACT1-1","01283",56,"hd.1.3","Female","ft41","N"
704,"csp_3_7",FALSE,"TACT1-1","01283",46,"hd.1.6","Male","ft41","I"
707,"csp_8_5",TRUE,"TACT2-2","01283",15,"hd.3","Female","ft42","N"
708,"csp_6_7",FALSE,"TACT1-1","01285",50,"hd.1.1","Male","ft41","N"
710,"csp_7_7",FALSE,"TACT2-1","01288",74,"hd.1.1","Female","ft12","I"
711,"csp_4_7",FALSE,"TACT1-1","01288",55,"hd.1.3","Male","ft41","N"
714,"csp_6_7",FALSE,"TACT1-1","01289",29,"hd.3","Male","ft41","N"
716,"csp_8_4",TRUE,"TACT2-2","01289",18,"hd.3","Male","ft42","I"
720,"csp_5_2",FALSE,"TACT1-1","01289",58,"hd.1.4","Female","ft41","N"
722,"csp_4_3",FALSE,"TACT1-1","01289",39,"hd.1.6","Female","ft43","N"
724,"csp_7_8",FALSE,"TACT2-1","01291",89,"hd.1.1","Female","ft12","I"
725,"csp_4_6",FALSE,"TACT1-1","01291",47,"hd.1.6","Male","ft41","N"
727,"csp_2_2",FALSE,"TACT1-1","01291",55,"hd.1.3","Male","ft42","N"
729,"csp_5_4",FALSE,"TACT1-1","01301",27,"hd.1.6","Female","ft41","N"
730,"csp_5_2",FALSE,"TACT1-1","01301",59,"hd.3","Female","ft41","N"
734,"csp_4_3",FALSE,"TACT1-1","01301",55,"hd.1.7","Female","ft41","N"
737,"csp_8_4",TRUE,"TACT2-2","01304",17,"hd.1.2","Female","ft32","I"
739,"csp_7_7",FALSE,"TACT2-1","01305",67,"hd.1.4","Female","ft44","N"
742,"csp_6_4",FALSE,"TACT1-1","01306",46,"hd.3","Male","ft11","I"
745,"csp_7_8",FALSE,"TACT2-1","01308",77,"hd.2","Male","ft44","I"
747,"csp_6_4",FALSE,"TACT1-1","01313",49,"hd.1.2","Male","ft41","N"
749,"csp_8_5",FALSE,"TACT2-4","01313",57,"hd.1.4","Female","ft42","I"
750,"csp_8_4",TRUE,"TACT2-2","01313",17,"hd.2","Female","ft44","N"
754,"csp_7_7",FALSE,"TACT2-1","01313",62,"hd.1.3","Female","ft44","N"
756,"csp_7_7",FALSE,"TACT2-1","01313",86,"hd.1.1","Female","ft44","I"
758,"csp_6_2",FALSE,"TACT1-1","01313",62,"hd.1.3","Male","ft41","I"
760,"csp_5_2",FALSE,"TACT1-1","01313",50,"hd.1.4","Female","ft41","N"
761,"csp_7_4",FALSE,"TACT2-1","01313",65,"hd.1","Male","ft43","N"
763,"csp_4_6",FALSE,"TACT1-1","01317",44,"hd.1.3","Male","ft41","N"
764,"csp_6_7",FALSE,"TACT1-1","01318",29,"hd.1.3","Female","ft41","N"
765,"csp_7_8",FALSE,"TACT2-1","01319",60,"hd.1.3","Male","ft20","I"
769,"csp_4_7",FALSE,"TACT1-1","01320",42,"hd.1.6","Male","ft41","N"
770,"csp_2_2",FALSE,"TACT1-1","01320",49,"hd.1.4","Male","ft41","N"
772,"csp_7_2",FALSE,"TACT2-1","01321",64,"hd.1.3","Male","ft11","I"
774,"csp_5_5",FALSE,"TACT1-1","01322",42,"hd.1.4","Female","ft41","N"
775,"csp_2_3",FALSE,"TACT1-1","01322",55,"hd.1.3","Male","ft41","N"
777,"csp_8_5",FALSE,"TACT2-4","01322",60,"hd.1.1","Female","ft42","I"
779,"csp_6_7",FALSE,"TACT1-1","01322",47,"hd.3","Male","ft41","N"
780,"csp_4_2",FALSE,"TACT1-1","01323",35,"hd.1.7","Female","ft41","I"
782,"csp_7_5",FALSE,"TACT2-1","01325",80,"hd.1.6","Female","ft44","N"
784,"csp_7_7",FALSE,"TACT2-1","01330",74,"hd.2","Female","ft44","N"
787,"csp_5_6",FALSE,"TACT1-1","01332",48,"hd.3","Female","ft41","N"
789,"csp_7_5",FALSE,"TACT2-1","01333",82,"hd.1.2","Male","ft44","I"
794,"csp_7_8",FALSE,"TACT2-1","01333",81,"hd.1.1","Female","ft12","I"
796,"csp_5_2",FALSE,"TACT1-1","01333",44,"hd.1.3","Female","ft43","I"
801,"csp_5_4",FALSE,"TACT1-1","01336",54,"hd.1.5","Female","ft12","N"
802,"csp_6_7",FALSE,"TACT1-1","01337",53,"hd.3","Male","ft41","I"
805,"csp_5_5",FALSE,"TACT1-1","01339",39,"hd.3","Female","ft41","N"
807,"csp_4_7",FALSE,"TACT1-1","01344",63,"hd.1.3","Male","ft41","N"
810,"csp_7_7",FALSE,"TACT2-1","01344",67,"hd.1.4","Female","ft44","I"
811,"csp_7_2",FALSE,"TACT2-1","01344",81,"hd.3","Male","ft44","I"
812,"csp_7_7",FALSE,"TACT2-1","01344",71,"hd.1.1","Female","ft44","I"
813,"csp_5_5",FALSE,"TACT1-1","01344",41,"hd.1.6","Female","ft43","I"
815,"csp_8_4",TRUE,"TACT2-2","01345",20,"hd.1.4","Male","ft41","N"
817,"csp_7_8",FALSE,"TACT2-1","01345",79,"hd.1.5","Female","ft44","N"
818,"csp_5_5",FALSE,"TACT1-1","01346",30,"hd.1.6","Female","ft41","N"
819,"csp_5_6",FALSE,"TACT1-1","01347",35,"hd.1.6","Female","ft41","N"
820,"csp_7_5",FALSE,"TACT2-1","01347",89,"hd.2","Female","ft32","I"
822,"csp_7_7",FALSE,"TACT2-1","01348",81,"hd.1.1","Female","ft44","I"
823,"csp_7_2",FALSE,"TACT2-1","01348",67,"hd.1.8","Male","ft32","I"
824,"csp_6_7",TRUE,"TACT1-2","01348",38,"hd.2","Female","ft42","N"
828,"csp_8_1",FALSE,"TACT1-2","01351",23,"hd.1.4","Female","ft32","I"
829,"csp_8_6",FALSE,"TACT2-1","01351",78,"hd.1.8","Male","ft11","I"
834,"csp_5_2",FALSE,"TACT1-1","01354",63,"hd.1.4","Female","ft12","N"
839,"csp_7_7",FALSE,"TACT2-1","01354",90,"hd.1.2","Female","ft12","N"
841,"csp_5_2",FALSE,"TACT1-1","01354",28,"hd.1.3","Female","ft41","N"
842,"csp_7_1",FALSE,"TACT2-1","01354",79,"hd.1.1","Female","ft44","I"
843,"csp_4_2",FALSE,"TACT1-1","01354",26,"hd.1.5","Male","ft11","I"
844,"csp_6_2",FALSE,"TACT1-1","01354",46,"hd.1.5","Male","ft41","N"
846,"csp_5_2",FALSE,"TACT1-1","01354",61,"hd.1.1","Female","ft12","N"
848,"csp_8_5",FALSE,"TACT2-4","01354",44,"hd.1.8","Female","ft32","I"
852,"csp_8_5",TRUE,"TACT2-2","01354",15,"hd.3","Male","ft43","I"
853,"csp_7_7",FALSE,"TACT2-1","01357",70,"hd.1.3","Female","ft44","N"
859,"csp_4_7",FALSE,"TACT1-1","01360",25,"hd.1.7","Male","ft11","N"
862,"csp_7_7",FALSE,"TACT2-1","01362",90,"hd.1.2","Female","ft12","N"
863,"csp_7_5",FALSE,"TACT2-1","01362",66,"hd.1.6","Male","ft43","N"
864,"csp_5_4",FALSE,"TACT1-1","01362",49,"hd.3","Female","ft12","N"
865,"csp_4_3",FALSE,"TACT1-1","01363",34,"hd.1.7","Female","ft41","N"
866,"csp_6_2",FALSE,"TACT1-1","01364",30,"hd.3","Male","ft41","N"
870,"csp_6_7",TRUE,"TACT1-1","01370",27,"hd.1.5","Male","ft32","N"
871,"csp_7_2",FALSE,"TACT2-1","01370",77,"hd.1.3","Male","ft44","I"
875,"csp_6_4",FALSE,"TACT1-1","01375",54,"hd.1.2","Male","ft41","N"
876,"csp_5_6",FALSE,"TACT1-1","01376",59,"hd.1.5","Female","ft12","N"
878,"csp_6_3",FALSE,"TACT1-1","01376",38,"hd.1.5","Female","ft41","N"
879,"csp_6_8",FALSE,"TACT1-1","01376",23,"hd.1.2","Male","ft41","I"
882,"csp_4_6",FALSE,"TACT1-1","01378",48,"hd.1.5","Female","ft12","I"
884,"csp_7_7",FALSE,"TACT2-1","01378",60,"hd.1.1","Female","ft44","I"
886,"csp_8_4",TRUE,"TACT2-2","01378",27,"hd.1.8","Male","ft11","I"
887,"csp_7_7",FALSE,"TACT2-1","01378",88,"hd.1.5","Female","ft12","N"
888,"csp_4_6",FALSE,"TACT1-1","01379",54,"hd.1.3","Female","ft12","I"
892,"csp_5_3",FALSE,"TACT1-1","01380",47,"hd.1.3","Male","ft41","N"
893,"csp_7_7",FALSE,"TACT2-1","01383",68,"hd.1","Female","ft44","N"
894,"csp_6_8",FALSE,"TACT1-1","01384",41,"hd.1.3","Female","ft41","N"
899,"csp_7_7",FALSE,"TACT2-1","01389",70,"hd.1.3","Female","ft44","N"
904,"csp_3_3",FALSE,"TACT1-1","01393",61,"hd.1.4","Male","ft41","I"
906,"csp_3_1",FALSE,"TACT1-1","01399",51,"hd.1.8","Female","ft41","N"
909,"csp_8_4",TRUE,"TACT2-2","01401",22,"hd.1.7","Female","ft41","N"
911,"csp_3_7",FALSE,"TACT1-1","01401",33,"hd.1.4","Male","ft11","I"
913,"csp_4_6",FALSE,"TACT1-1","01401",51,"hd.1.4","Female","ft41","N"
915,"csp_7_5",FALSE,"TACT2-1","01403",92,"hd.1.1","Female","ft12","N"
916,"csp_6_3",FALSE,"TACT1-1","01403",27,"hd.1.3","Male","ft32","I"
918,"csp_6_8",TRUE,"TACT1-1","01405",18,"hd.1.2","Male","ft41","I"
921,"csp_5_4",FALSE,"TACT1-2","01405",30,"hd.1.5","Female","ft42","N"
922,"csp_6_2",TRUE,"TACT1-1","01406",20,"hd.1.3","Male","ft41","I"
926,"csp_2_1",FALSE,"TACT1-1","01408",57,"hd.3","Male","ft41","I"
927,"csp_5_6",FALSE,"TACT1-2","01410",46,"hd.1.4","Female","ft42","N"
929,"csp_7_4",FALSE,"TACT2-1","01412",68,"hd.1.7","Female","ft42","N"
933,"csp_4_3",FALSE,"TACT1-1","01416",27,"hd.1.6","Female","ft41","N"
934,"csp_4_2",FALSE,"TACT1-1","01418",53,"hd.1.7","Female","ft32","I"
939,"csp_3_7",FALSE,"TACT1-1","01419",43,"hd.1.5","Male","ft31","I"
940,"csp_6_3",FALSE,"TACT1-1","01419",45,"hd.1.3","Male","ft41","N"
941,"csp_7_2",FALSE,"TACT2-1","01419",71,"hd.1.3","Male","ft44","I"
942,"csp_7_5",FALSE,"TACT2-1","01419",86,"hd.1.1","Female","ft44","I"
953,"csp_5_5",FALSE,"TACT1-1","01423",33,"hd.1.3","Female","ft41","N"
956,"csp_5_5",FALSE,"TACT1-1","01424",58,"hd.1.7","Male","ft42","I"
957,"csp_6_2",FALSE,"TACT1-1","01424",32,"hd.1.4","Male","ft11","I"
960,"csp_1_1",FALSE,"TACT1-1","01426",32,"hd.1.4","Male","ft41","N"
962,"csp_8_5",FALSE,"TACT2-4","01426",31,"hd.1.7","Female","ft42","I"
964,"csp_7_7",FALSE,"TACT2-1","01426",91,"hd.2","Female","ft12","I"
966,"csp_7_8",FALSE,"TACT2-1","01427",66,"hd.1.3","Male","ft43","N"
968,"csp_4_6",FALSE,"TACT1-1","01427",53,"hd.1","Male","ft41","I"
969,"csp_1_1",FALSE,"TACT1-1","01427",57,"hd.1.4","Female","ft41","N"
970,"csp_6_7",TRUE,"TACT1-2","01427",51,"hd.1.3","Female","ft12","I"
975,"csp_2_1",FALSE,"TACT1-1","01430",55,"hd.1.2","Male","ft41","I"
976,"csp_7_8",FALSE,"TACT2-1","01431",71,"hd.1.3","Male","ft44","I"
977,"csp_6_4",FALSE,"TACT1-1","01431",53,"hd.1.1","Male","ft42","I"
978,"csp_5_2",FALSE,"TACT1-1","01432",56,"hd.3","Female","ft41","N"
979,"csp_5_4",FALSE,"TACT1-2","01432",66,"hd.1.3","Female","ft12","N"
980,"csp_3_1",FALSE,"TACT1-1","01432",41,"hd.1.8","Female","ft41","I"
982,"csp_8_4",TRUE,"TACT2-2","01434",19,"hd.1.2","Female","ft41","I"
983,"csp_5_4",FALSE,"TACT1-1","01435",41,"hd.1.3","Female","ft32","N"
984,"csp_7_8",FALSE,"TACT2-1","01435",79,"hd.1.2","Female","ft12","N"
985,"csp_8_4",TRUE,"TACT2-2","01436",20,"hd.1.6","Female","ft32","N"
986,"csp_4_6",FALSE,"TACT1-1","01436",49,"hd.1.6","Female","ft41","N"
989,"csp_5_4",FALSE,"TACT1-1","01443",36,"hd.1.5","Female","ft41","N"
990,"csp_8_4",TRUE,"TACT2-2","01443",19,"hd.1.4","Male","ft41","N"
993,"csp_4_5",FALSE,"TACT1-1","01443",37,"hd.1.6","Male","ft11","I"
994,"csp_8_5",TRUE,"TACT2-2","01443",16,"hd.3","Male","ft32","I"
995,"csp_3_7",FALSE,"TACT1-1","01443",52,"hd.1.5","Male","ft41","I"
996,"csp_7_8",FALSE,"TACT2-1","01443",69,"hd.1.1","Female","ft44","I"
997,"csp_5_2",FALSE,"TACT1-1","01443",26,"hd.1.5","Female","ft43","I"
998,"csp_1_3",FALSE,"TACT1-1","01443",66,"hd.1.6","Male","ft42","N"
999,"csp_7_4",FALSE,"TACT2-1","01444",77,"hd.1.4","Female","ft12","N"
1000,"csp_6_2",FALSE,"TACT1-1","01445",57,"hd.1.3","Male","ft41","N"
1002,"csp_7_4",FALSE,"TACT2-1","01446",75,"hd.1.6","Female","ft12","N"
1003,"csp_4_7",FALSE,"TACT1-2","01446",63,"hd.1.3","Male","ft20","I"
1007,"csp_7_7",FALSE,"TACT2-1","01449",69,"hd.1.3","Female","ft42","N"
1009,"csp_7_7",FALSE,"TACT2-1","01450",71,"hd.1.3","Female","ft44","N"
1011,"csp_5_2",FALSE,"TACT1-1","01450",52,"hd.1.3","Male","ft11","N"
1012,"csp_3_8",FALSE,"TACT1-1","01450",40,"hd.1.8","Male","ft11","I"
1013,"csp_7_7",FALSE,"TACT2-1","01450",76,"hd.1.3","Female","ft44","N"
1017,"csp_7_4",FALSE,"TACT2-1","01451",73,"hd.1.7","Female","ft44","I"
1019,"csp_8_5",TRUE,"TACT2-2","01451",16,"hd.3","Female","ft32","N"
1021,"csp_8_5",FALSE,"TACT2-5","01451",57,"hd.1.6","Male","ft43","I"
1022,"csp_4_6",FALSE,"TACT1-1","01451",45,"hd.1.6","Female","ft41","N"
1026,"csp_7_7",FALSE,"TACT2-1","01453",87,"hd.1.3","Female","ft12","N"
1027,"csp_5_6",FALSE,"TACT1-2","01454",38,"hd.1.4","Female","ft32","N"
1029,"csp_4_8",FALSE,"TACT1-1","01457",59,"hd.3","Male","ft42","I"
1030,"csp_4_3",FALSE,"TACT1-1","01457",38,"hd.1.6","Female","ft41","N"
1031,"csp_7_8",FALSE,"TACT2-1","01457",66,"hd.1.3","Male","ft44","I"
1032,"csp_8_6",FALSE,"TACT2-5","02003",62,"hd.1.1","Female","ft44","I"
1033,"csp_5_2",FALSE,"TACT1-1","02005",60,"hd.1.3","Female","ft41","N"
1036,"csp_8_5",TRUE,"TACT2-2","02009",15,"hd.3","Male","ft42","I"
1038,"csp_7_5",TRUE,"TACT2-1","02011",69,"hd.1.4","Male","ft20","I"
1039,"csp_8_6",FALSE,"TACT2-4","02014",69,"hd.1.3","Male","ft44","I"
1041,"csp_7_7",FALSE,"TACT2-1","02018",65,"hd.1.3","Female","ft12","N"
1044,"csp_8_4",TRUE,"TACT2-2","02022",20,"hd.1.2","Female","ft41","I"
1045,"csp_5_3",FALSE,"TACT1-1","02024",62,"hd.1.3","Male","ft31","I"
1047,"csp_7_5",FALSE,"TACT2-1","02028",78,"hd.1.5","Male","ft44","I"
1049,"csp_3_3",FALSE,"TACT1-1","02028",30,"hd.1.5","Female","ft41","I"
1050,"csp_6_8",FALSE,"TACT1-1","02028",60,"hd.2","Male","ft32","I"
1052,"csp_5_2",FALSE,"TACT1-1","02028",50,"hd.1.3","Male","ft41","I"
1054,"csp_5_6",FALSE,"TACT1-1","02028",46,"hd.1.3","Female","ft41","N"
1056,"csp_5_2",FALSE,"TACT1-1","02032",40,"hd.1.3","Male","ft41","N"
1057,"csp_5_4",FALSE,"TACT1-1","02037",50,"hd.1.3","Female","ft43","N"
1060,"csp_6_3",FALSE,"TACT1-1","02053",37,"hd.1.3","Male","ft42","I"
1061,"csp_8_5",FALSE,"TACT2-5","02057",37,"hd.1.5","Female","ft42","I"
1062,"csp_3_4",FALSE,"TACT1-1","02058",58,"hd.1.6","Male","ft41","I"
1063,"csp_4_3",FALSE,"TACT1-1","02058",44,"hd.1.8","Female","ft32","I"
1064,"csp_7_7",FALSE,"TACT2-1","02059",81,"hd.1.1","Female","ft43","I"
1069,"csp_6_3",FALSE,"TACT1-2","02060",29,"hd.1.3","Male","ft32","I"
1070,"csp_5_2",FALSE,"TACT1-1","02061",37,"hd.1.3","Female","ft12","I"
1073,"csp_5_5",FALSE,"TACT1-1","02064",81,"hd.1.1","Female","ft43","I"
1075,"csp_7_7",FALSE,"TACT2-1","02064",73,"hd.1.1","Female","ft44","I"
1080,"csp_8_4",TRUE,"TACT2-2","02074",18,"hd.1.2","Male","ft32","N"
1081,"csp_8_5",FALSE,"TACT2-5","02074",29,"hd.1.2","Female","ft32","I"
1085,"csp_7_7",FALSE,"TACT2-1","02086",72,"hd.1.3","Male","ft44","I"
1088,"csp_6_5",FALSE,"TACT1-1","02090",60,"hd.1.3","Male","ft41","I"
1089,"csp_8_5",FALSE,"TACT2-5","02093",61,"hd.1.3","Female","ft44","I"
1090,"csp_7_7",FALSE,"TACT2-1","02095",70,"hd.1","Female","ft12","N"
1092,"csp_5_2",FALSE,"TACT1-1","02095",46,"hd.1.4","Female","ft12","I"
1093,"csp_8_5",FALSE,"TACT2-4","02095",60,"hd.3","Female","ft44","I"
1096,"csp_5_2",FALSE,"TACT1-1","02096",40,"hd.1.3","Female","ft41","I"
1101,"csp_3_7",FALSE,"TACT1-1","02103",32,"hd.1.8","Female","ft41","N"
1102,"csp_5_6",FALSE,"TACT1-1","02106",46,"hd.1.2","Female","ft41","N"
1103,"csp_4_3",FALSE,"TACT1-1","02106",32,"hd.1.7","Female","ft41","N"
1105,"csp_8_5",FALSE,"TACT2-5","02109",33,"hd.1.3","Female","ft42","I"
1106,"csp_8_5",FALSE,"TACT2-4","02109",48,"hd.1.3","Female","ft44","I"
1107,"csp_7_5",FALSE,"TACT2-1","02109",71,"hd.1.7","Female","ft44","I"
1108,"csp_7_7",FALSE,"TACT2-1","02110",73,"hd.2","Female","ft12","N"
1110,"csp_7_8",FALSE,"TACT2-1","02110",82,"hd.1.2","Female","ft12","N"
1111,"csp_8_4",TRUE,"TACT2-2","02111",20,"hd.1.2","Male","ft32","N"
1113,"csp_8_4",TRUE,"TACT2-2","02111",20,"hd.1.2","Male","ft41","I"
1117,"csp_8_5",FALSE,"TACT2-4","02121",51,"hd.1.5","Female","ft42","I"
1122,"csp_7_5",FALSE,"TACT2-1","02133",62,"hd.1.3","Female","ft44","N"
1125,"csp_6_9",FALSE,"TACT1-2","02136",54,"hd.1.3","Female","ft42","N"
1129,"csp_7_7",FALSE,"TACT2-1","02142",65,"hd.1.3","Female","ft44","I"
1132,"csp_4_8",FALSE,"TACT1-1","02154",37,"hd.1.3","Male","ft42","I"
1135,"csp_7_8",FALSE,"TACT2-1","02158",69,"hd.1.3","Male","ft44","I"
1139,"csp_7_7",FALSE,"TACT2-1","02163",64,"hd.1.1","Male","ft43","I"
1140,"csp_6_3",FALSE,"TACT1-2","02164",20,"hd.3","Male","ft43","I"
1142,"csp_4_8",FALSE,"TACT1-1","02168",37,"hd.1.7","Male","ft41","N"
1145,"csp_7_8",FALSE,"TACT2-1","02168",67,"hd.1.4","Male","ft43","I"
1146,"csp_3_3",FALSE,"TACT1-1","02168",47,"hd.1.6","Female","ft41","I"
1148,"csp_7_8",FALSE,"TACT2-1","02168",94,"hd.1.1","Female","ft12","I"
1149,"csp_6_2",FALSE,"TACT1-1","02168",21,"hd.1.5","Male","ft41","I"
1151,"csp_3_8",FALSE,"TACT1-1","02168",56,"hd.1.6","Male","ft42","I"
1152,"csp_7_8",FALSE,"TACT2-1","02168",73,"hd.1.1","Female","ft44","I"
1154,"csp_8_4",TRUE,"TACT2-2","02168",19,"hd.1.2","Female","ft41","I"
1155,"csp_7_5",FALSE,"TACT2-1","02168",62,"hd.3","Male","ft44","I"
1156,"csp_7_8",FALSE,"TACT2-1","02168",78,"hd.1.3","Male","ft44","I"
1161,"csp_3_4",FALSE,"TACT1-1","02168",41,"hd.1.8","Male","ft41","I"
1163,"csp_7_7",FALSE,"TACT2-1","02168",77,"hd.2","Female","ft12","I"
1166,"csp_7_7",FALSE,"TACT2-1","02173",77,"hd.1","Female","ft12","N"
1167,"csp_5_5",FALSE,"TACT1-1","02173",53,"hd.1.3","Male","ft31","I"
1168,"csp_8_1",FALSE,"TACT1-2","02173",21,"hd.1.2","Female","ft41","N"
1169,"csp_7_4",FALSE,"TACT2-1","02173",64,"hd.3","Male","ft44","I"
1170,"csp_6_5",FALSE,"TACT1-1","02173",63,"hd.1.3","Male","ft41","I"
1173,"csp_7_4",FALSE,"TACT2-1","02173",72,"hd.1.8","Male","ft44","I"
1174,"csp_6_9",FALSE,"TACT1-2","02173",31,"hd.1.3","Female","ft20","I"
1175,"csp_7_5",FALSE,"TACT2-1","02173",75,"hd.1.3","Female","ft44","I"
1176,"csp_8_5",TRUE,"TACT2-2","02173",17,"hd.3","Male","ft41","I"
1178,"csp_6_2",FALSE,"TACT1-1","02173",52,"hd.1.3","Male","ft41","I"
1179,"csp_8_4",TRUE,"TACT2-2","02173",21,"hd.1.4","Female","ft42","N"
1182,"csp_8_4",TRUE,"TACT2-2","02173",16,"hd.1.2","Female","ft41","I"
1183,"csp_4_6",FALSE,"TACT1-1","02173",33,"hd.1.3","Male","ft20","I"
1184,"csp_8_5",FALSE,"TACT2-5","02173",54,"hd.1.3","Male","ft43","I"
1185,"csp_5_5",FALSE,"TACT1-1","02173",49,"hd.1.4","Female","ft41","N"
1186,"csp_6_7",FALSE,"TACT1-1","02173",38,"hd.2","Male","ft11","I"
1187,"csp_7_5",FALSE,"TACT2-1","02173",70,"hd.1.5","Female","ft44","I"
1188,"csp_7_8",FALSE,"TACT2-1","02174",70,"hd.2","Male","ft43","I"
1191,"csp_8_5",FALSE,"TACT2-5","02178",62,"hd.2","Male","ft44","I"
1192,"csp_8_4",TRUE,"TACT2-2","02179",18,"hd.1.3","Male","ft41","I"
1194,"csp_6_7",FALSE,"TACT1-1","02187",21,"hd.1.5","Female","ft41","I"
1195,"csp_4_3",FALSE,"TACT1-1","02187",51,"hd.1.8","Female","ft41","I"
1201,"csp_5_6",FALSE,"TACT1-1","02201",64,"hd.3","Female","ft12","N"
1202,"csp_2_1",FALSE,"TACT1-1","02203",78,"hd.1.1","Male","ft11","I"
1203,"csp_3_4",FALSE,"TACT1-1","02203",63,"hd.1.7","Male","ft11","I"
1205,"csp_3_3",FALSE,"TACT1-1","02203",63,"hd.1.1","Female","ft41","I"
1207,"csp_8_5",FALSE,"TACT2-5","02210",34,"hd.1.3","Male","ft11","I"
1208,"csp_7_7",FALSE,"TACT2-1","02213",80,"hd.2","Female","ft12","N"
1209,"csp_4_6",FALSE,"TACT1-1","02217",50,"hd.1.6","Male","ft41","N"
1210,"csp_5_2",FALSE,"TACT1-1","02217",68,"hd.1","Female","ft41","N"
1211,"csp_7_8",FALSE,"TACT2-1","02217",67,"hd.3","Male","ft43","I"
1212,"csp_8_1",FALSE,"TACT1-2","02219",24,"hd.1.5","Male","ft44","I"
1213,"csp_7_8",FALSE,"TACT2-1","02226",82,"hd.1.3","Female","ft44","I"
