pkey,SPORTS
77922,"CLUB119"
78032,"CLUB102"
78041,"CLUB119"
78075,"CLUB133"
78079,"CLUB202"
78082,"CLUB123"
78097,"CLUB135"
78098,"CLUB250"
78113,"CLUB123"
78123,"CLUB123"
78133,"CLUB123"
78161,"CLUB201"
78185,"CLUB127"
78195,"CLUB109"
78206,"CLUB117"
78208,"CLUB103"
78219,"CLUB604"
78257,"CLUB258"
78272,"CLUB405"
78277,"CLUB410"
78304,"CLUB413"
78312,"CLUB103"
78333,"CLUB126"
78336,"CLUB134"
78341,"CLUB123"
78343,"CLUB117"
78354,"CLUB134"
78356,"CLUB123"
78361,"CLUB413"
78367,"CLUB119"
78383,"CLUB403"
78396,"CLUB115"
78414,"CLUB410"
78438,"CLUB132"
78453,"CLUB245"
78481,"CLUB111"
78489,"CLUB402"
78504,"CLUB132"
78506,"CLUB403"
78508,"CLUB202"
78520,"CLUB604"
78556,"CLUB129"
78557,"CLUB115"
78563,"CLUB132"
78578,"CLUB133"
78579,"CLUB103"
78595,"CLUB107"
78601,"CLUB604"
78611,"CLUB220"
78620,"CLUB108"
78638,"CLUB123"
78656,"CLUB602"
78664,"CLUB121"
78673,"CLUB109"
78700,"CLUB117"
78709,"CLUB123"
78712,"CLUB403"
78745,"CLUB211"
78749,"CLUB123"
78765,"CLUB108"
78772,"CLUB245"
78788,"CLUB119"
78792,"CLUB123"
78795,"CLUB602"
78796,"CLUB109"
78802,"CLUB125"
78803,"CLUB134"
78805,"CLUB111"
78825,"CLUB123"
78834,"CLUB123"
78844,"CLUB219"
78847,"CLUB132"
78864,"CLUB111"
78869,"CLUB123"
78877,"CLUB111"
78889,"CLUB111"
78909,"CLUB115"
78918,"CLUB204"
78936,"CLUB103"
78960,"CLUB123"
78961,"CLUB124"
79004,"CLUB402"
79022,"CLUB212"
79030,"CLUB134"
79034,"CLUB402"
79038,"CLUB111"
79040,"CLUB249"
79091,"CLUB403"
79102,"CLUB115"
79107,"CLUB103"
79110,"CLUB402"
79111,"CLUB125"
79114,"CLUB101"
79115,"CLUB257"
79129,"CLUB108"
79131,"CLUB402"
79133,"CLUB127"
79147,"CLUB119"
79154,"CLUB243"
79157,"CLUB132"
79176,"CLUB602"
79205,"CLUB401"
79212,"CLUB123"
79235,"CLUB604"
79259,"CLUB111"
79262,"CLUB132"
79281,"CLUB410"
79284,"CLUB402"
79313,"CLUB123"
79317,"CLUB602"
79334,"CLUB132"
79343,"CLUB115"
79406,"CLUB245"
79433,"CLUB134"
79470,"CLUB132"
79473,"CLUB101"
79494,"CLUB103"
79517,"CLUB129"
79521,"CLUB602"
79556,"CLUB115"
79569,"CLUB111"
79599,"CLUB221"
79600,"CLUB109"
79618,"CLUB245"
79632,"CLUB123"
79638,"CLUB402"
79642,"CLUB402"
79660,"CLUB111"
79682,"CLUB202"
79684,"CLUB249"
79689,"CLUB111"
79726,"CLUB245"
79728,"CLUB123"
79742,"CLUB108"
79756,"CLUB132"
79760,"CLUB245"
79762,"CLUB123"
79798,"CLUB111"
79807,"CLUB134"
79815,"CLUB410"
79847,"CLUB129"
79856,"CLUB604"
79863,"CLUB245"
79871,"CLUB106"
79898,"CLUB132"
79901,"CLUB132"
79913,"CLUB109"
79922,"CLUB124"
79938,"CLUB111"
79943,"CLUB123"
79944,"CLUB604"
79975,"CLUB111"
80014,"CLUB103"
80016,"CLUB123"
80032,"CLUB132"
80042,"CLUB404"
80050,"CLUB132"
80063,"CLUB127"
80103,"CLUB115"
80109,"CLUB111"
80129,"CLUB111"
80130,"CLUB605"
80145,"CLUB132"
80162,"CLUB402"
80184,"CLUB117"
80257,"CLUB123"
80278,"CLUB602"
80295,"CLUB108"
80299,"CLUB601"
80313,"CLUB402"
80329,"CLUB123"
80345,"CLUB109"
80356,"CLUB125"
80385,"CLUB402"
80388,"CLUB221"
80389,"CLUB604"
80416,"CLUB602"
80426,"CLUB202"
80443,"CLUB402"
80471,"CLUB402"
80472,"CLUB123"
80475,"CLUB221"
80478,"CLUB128"
80526,"CLUB123"
80533,"CLUB109"
80546,"CLUB108"
80564,"CLUB132"
80567,"CLUB125"
80608,"CLUB258"
80615,"CLUB402"
80624,"CLUB127"
80662,"CLUB402"
80663,"CLUB267"
80688,"CLUB221"
80693,"CLUB245"
80697,"CLUB245"
80705,"CLUB242"
80738,"CLUB111"
80769,"CLUB108"
80770,"CLUB402"
80783,"CLUB111"
80805,"CLUB402"
80842,"CLUB242"
80851,"CLUB135"
80880,"CLUB115"
80890,"CLUB111"
80904,"CLUB204"
80931,"CLUB111"
80959,"CLUB122"
80964,"CLUB420"
80980,"CLUB133"
80984,"CLUB119"
80988,"CLUB123"
81022,"CLUB124"
81039,"CLUB602"
81042,"CLUB407"
81049,"CLUB249"
81075,"CLUB111"
81085,"CLUB245"
81089,"CLUB402"
81110,"CLUB123"
81119,"CLUB125"
81120,"CLUB122"
81123,"CLUB124"
81168,"CLUB133"
81170,"CLUB111"
81185,"CLUB242"
81191,"CLUB413"
81205,"CLUB109"
81212,"CLUB109"
81219,"CLUB109"
81233,"CLUB214"
81243,"CLUB101"
81255,"CLUB233"
81261,"CLUB101"
81310,"CLUB604"
81321,"CLUB132"
81336,"CLUB126"
81343,"CLUB124"
81386,"CLUB420"
81404,"CLUB111"
81421,"CLUB111"
81445,"CLUB417"
81469,"CLUB601"
81475,"CLUB111"
81481,"CLUB101"
81496,"CLUB123"
81505,"CLUB111"
81515,"CLUB107"
81519,"CLUB123"
81584,"CLUB603"
81590,"CLUB123"
81593,"CLUB245"
81621,"CLUB403"
81622,"CLUB218"
81646,"CLUB111"
81692,"CLUB111"
81698,"CLUB222"
81699,"CLUB115"
81708,"CLUB111"
81715,"CLUB111"
81726,"CLUB111"
81751,"CLUB403"
81775,"CLUB402"
81782,"CLUB101"
81808,"CLUB402"
81812,"CLUB109"
81821,"CLUB115"
81860,"CLUB245"
81862,"CLUB233"
81883,"CLUB124"
81922,"CLUB403"
81923,"CLUB125"
81936,"CLUB603"
81958,"CLUB123"
81964,"CLUB123"
81969,"CLUB209"
81981,"CLUB111"
81986,"CLUB111"
81989,"CLUB605"
82015,"CLUB111"
82029,"CLUB125"
82037,"CLUB111"
82042,"CLUB202"
82054,"CLUB111"
82063,"CLUB111"
82094,"CLUB123"
82096,"CLUB102"
82097,"CLUB124"
82098,"CLUB242"
82106,"CLUB242"
82112,"CLUB123"
82118,"CLUB111"
82122,"CLUB134"
82127,"CLUB132"
82139,"CLUB211"
82147,"CLUB124"
82153,"CLUB111"
82156,"CLUB261"
82157,"CLUB124"
82166,"CLUB124"
82175,"CLUB109"
82222,"CLUB101"
82251,"CLUB245"
82307,"CLUB413"
82321,"CLUB111"
82358,"CLUB403"
82378,"CLUB111"
82388,"CLUB245"
82397,"CLUB242"
82404,"CLUB132"
82406,"CLUB413"
82407,"CLUB402"
82408,"CLUB109"
82422,"CLUB503"
82465,"CLUB111"
82526,"CLUB242"
82534,"CLUB403"
82547,"CLUB111"
82555,"CLUB420"
82566,"CLUB101"
82573,"CLUB134"
82590,"CLUB109"
82592,"CLUB111"
82629,"CLUB245"
82640,"CLUB602"
82662,"CLUB111"
82690,"CLUB111"
82692,"CLUB219"
82698,"CLUB111"
82703,"CLUB101"
82715,"CLUB126"
82737,"CLUB111"
82738,"CLUB111"
82772,"CLUB242"
82788,"CLUB242"
82795,"CLUB111"
82809,"CLUB125"
82810,"CLUB403"
82816,"CLUB115"
82820,"CLUB129"
82838,"CLUB101"
82853,"CLUB402"
82869,"CLUB604"
82897,"CLUB401"
82904,"CLUB102"
82928,"CLUB111"
82935,"CLUB402"
82944,"CLUB420"
82949,"CLUB233"
82966,"CLUB242"
82969,"CLUB404"
82973,"CLUB402"
82993,"CLUB242"
82994,"CLUB242"
83003,"CLUB402"
83008,"CLUB132"
83009,"CLUB111"
83020,"CLUB105"
83030,"CLUB132"
83047,"CLUB209"
83065,"CLUB111"
83079,"CLUB233"
83087,"CLUB206"
83092,"CLUB111"
83121,"CLUB402"
83126,"CLUB125"
83167,"CLUB133"
83191,"CLUB404"
83211,"CLUB123"
83225,"CLUB403"
83230,"CLUB125"
83256,"CLUB132"
83258,"CLUB402"
83262,"CLUB105"
83280,"CLUB132"
83299,"CLUB402"
83323,"CLUB242"
83348,"CLUB132"
83357,"CLUB123"
83358,"CLUB128"
83379,"CLUB115"
83387,"CLUB417"
83427,"CLUB115"
83466,"CLUB604"
83476,"CLUB127"
83548,"CLUB604"
83562,"CLUB401"
83566,"CLUB123"
83574,"CLUB107"
83576,"CLUB129"
83591,"CLUB402"
83601,"CLUB245"
83616,"CLUB604"
83678,"CLUB111"
83682,"CLUB402"
83687,"CLUB109"
83716,"CLUB402"
83726,"CLUB133"
83738,"CLUB109"
83742,"CLUB242"
83783,"CLUB132"
83784,"CLUB219"
83804,"CLUB221"
83815,"CLUB417"
83816,"CLUB402"
83829,"CLUB111"
83836,"CLUB221"
83841,"CLUB134"
83847,"CLUB111"
83849,"CLUB123"
83871,"CLUB254"
83875,"CLUB233"
83886,"CLUB133"
83899,"CLUB132"
83931,"CLUB402"
83962,"CLUB128"
83976,"CLUB123"
84037,"CLUB125"
84047,"CLUB111"
84054,"CLUB129"
84063,"CLUB132"
84075,"CLUB266"
84080,"CLUB125"
84127,"CLUB132"
84143,"CLUB402"
84158,"CLUB209"
84170,"CLUB219"
84177,"CLUB107"
84179,"CLUB125"
84187,"CLUB221"
84191,"CLUB132"
84192,"CLUB111"
84214,"CLUB128"
84222,"CLUB111"
84228,"CLUB134"
84253,"CLUB118"
84258,"CLUB117"
84259,"CLUB132"
84271,"CLUB118"
84297,"CLUB218"
84300,"CLUB242"
84302,"CLUB133"
84332,"CLUB123"
84363,"CLUB111"
84378,"CLUB242"
84384,"CLUB124"
84389,"CLUB123"
84398,"CLUB102"
84413,"CLUB133"
84432,"CLUB410"
84438,"CLUB420"
84471,"CLUB127"
84582,"CLUB111"
84644,"CLUB401"
84657,"CLUB132"
84661,"CLUB101"
84665,"CLUB102"
84668,"CLUB111"
84669,"CLUB245"
84723,"CLUB125"
84763,"CLUB132"
84764,"CLUB413"
84765,"CLUB420"
84774,"CLUB242"
84788,"CLUB117"
84801,"CLUB242"
84820,"CLUB201"
84895,"CLUB604"
84910,"CLUB107"
84916,"CLUB417"
84926,"CLUB242"
84938,"CLUB403"
84939,"CLUB604"
84950,"CLUB417"
84953,"CLUB211"
84964,"CLUB402"
84988,"CLUB402"
84993,"CLUB123"
85002,"CLUB242"
85010,"CLUB113"
85027,"CLUB131"
85030,"CLUB242"
85043,"CLUB245"
85064,"CLUB403"
85076,"CLUB115"
85077,"CLUB604"
85084,"CLUB248"
85086,"CLUB217"
85093,"CLUB115"
85104,"CLUB201"
85112,"CLUB119"
85126,"CLUB111"
85127,"CLUB220"
85133,"CLUB403"
85172,"CLUB604"
85176,"CLUB111"
85202,"CLUB111"
85225,"CLUB123"
85238,"CLUB245"
85249,"CLUB261"
85258,"CLUB242"
85290,"CLUB245"
85291,"CLUB115"
85295,"CLUB109"
85303,"CLUB134"
85308,"CLUB135"
85310,"CLUB134"
85320,"CLUB218"
85325,"CLUB134"
85337,"CLUB111"
85346,"CLUB602"
85353,"CLUB119"
85419,"CLUB111"
85457,"CLUB128"
85482,"CLUB125"
85484,"CLUB249"
85507,"CLUB245"
85517,"CLUB129"
85529,"CLUB132"
85538,"CLUB125"
85572,"CLUB107"
85627,"CLUB123"
85631,"CLUB123"
85632,"CLUB201"
85638,"CLUB115"
85673,"CLUB245"
85675,"CLUB108"
85711,"CLUB213"
85717,"CLUB109"
85723,"CLUB105"
85737,"CLUB105"
85748,"CLUB101"
85749,"CLUB242"
85759,"CLUB111"
85763,"CLUB115"
85770,"CLUB209"
85791,"CLUB109"
85836,"CLUB115"
85838,"CLUB407"
85845,"CLUB403"
85852,"CLUB602"
85857,"CLUB404"
85865,"CLUB261"
85867,"CLUB124"
85884,"CLUB402"
85887,"CLUB604"
85913,"CLUB604"
85938,"CLUB407"
85940,"CLUB402"
85960,"CLUB501"
85989,"CLUB242"
85992,"CLUB109"
85998,"CLUB402"
86001,"CLUB404"
86005,"CLUB221"
86025,"CLUB111"
86026,"CLUB403"
86035,"CLUB602"
86045,"CLUB420"
86059,"CLUB219"
86065,"CLUB404"
86075,"CLUB602"
86080,"CLUB111"
86087,"CLUB407"
86102,"CLUB604"
86103,"CLUB123"
86117,"CLUB107"
86131,"CLUB123"
86139,"CLUB115"
86187,"CLUB111"
86204,"CLUB125"
86215,"CLUB111"
86230,"CLUB219"
86252,"CLUB111"
86263,"CLUB111"
86264,"CLUB245"
86266,"CLUB221"
86268,"CLUB105"
86304,"CLUB245"
86318,"CLUB137"
86329,"CLUB402"
86333,"CLUB237"
86337,"CLUB242"
86363,"CLUB109"
86369,"CLUB125"
86381,"CLUB213"
86389,"CLUB111"
86415,"CLUB602"
86423,"CLUB113"
86424,"CLUB602"
86434,"CLUB136"
86455,"CLUB111"
86467,"CLUB109"
86494,"CLUB135"
86495,"CLUB132"
86520,"CLUB123"
86521,"CLUB111"
86528,"CLUB503"
86530,"CLUB132"
86536,"CLUB125"
86546,"CLUB129"
86560,"CLUB111"
86610,"CLUB111"
86623,"CLUB105"
86644,"CLUB402"
86662,"CLUB110"
86687,"CLUB133"
86690,"CLUB111"
86700,"CLUB402"
86730,"CLUB604"
86736,"CLUB218"
86742,"CLUB404"
86759,"CLUB105"
86765,"CLUB111"
86766,"CLUB101"
86778,"CLUB111"
86781,"CLUB245"
86791,"CLUB602"
86797,"CLUB233"
86834,"CLUB404"
86839,"CLUB115"
86846,"CLUB219"
86863,"CLUB242"
86867,"CLUB209"
86872,"CLUB402"
86878,"CLUB111"
86904,"CLUB111"
86921,"CLUB111"
86948,"CLUB402"
86961,"CLUB245"
86982,"CLUB111"
87007,"CLUB133"
87055,"CLUB111"
87062,"CLUB132"
87089,"CLUB123"
87090,"CLUB401"
87102,"CLUB125"
87107,"CLUB604"
87114,"CLUB202"
87127,"CLUB402"
87144,"CLUB105"
87150,"CLUB103"
87167,"CLUB125"
87171,"CLUB123"
87189,"CLUB111"
87227,"CLUB123"
87229,"CLUB109"
87240,"CLUB109"
87244,"CLUB402"
87251,"CLUB103"
87302,"CLUB218"
87303,"CLUB420"
87319,"CLUB212"
87328,"CLUB135"
87345,"CLUB601"
87349,"CLUB219"
87371,"CLUB420"
87396,"CLUB413"
87401,"CLUB218"
87411,"CLUB109"
87421,"CLUB111"
87445,"CLUB111"
87452,"CLUB111"
87475,"CLUB245"
87476,"CLUB604"
87481,"CLUB109"
87501,"CLUB111"
87517,"CLUB132"
87532,"CLUB111"
87559,"CLUB111"
87571,"CLUB402"
87590,"CLUB111"
87591,"CLUB243"
87653,"CLUB125"
87654,"CLUB413"
87718,"CLUB111"
87728,"CLUB124"
87733,"CLUB413"
87747,"CLUB206"
87750,"CLUB601"
87755,"CLUB105"
87761,"CLUB266"
87770,"CLUB402"
87775,"CLUB604"
87779,"CLUB105"
87784,"CLUB115"
87799,"CLUB108"
87814,"CLUB132"
87820,"CLUB123"
87823,"CLUB123"
87833,"CLUB132"
87834,"CLUB242"
87859,"CLUB119"
87866,"CLUB123"
87878,"CLUB603"
87921,"CLUB604"
87931,"CLUB218"
87942,"CLUB402"
87953,"CLUB124"
87975,"CLUB123"
87977,"CLUB604"
87983,"CLUB402"
87986,"CLUB403"
87996,"CLUB115"
88000,"CLUB413"
88008,"CLUB404"
88012,"CLUB111"
88040,"CLUB123"
88053,"CLUB115"
88070,"CLUB242"
88075,"CLUB233"
88080,"CLUB111"
88101,"CLUB115"
88112,"CLUB402"
88128,"CLUB111"
88133,"CLUB123"
88163,"CLUB242"
88202,"CLUB403"
88218,"CLUB123"
88239,"CLUB117"
88260,"CLUB415"
88261,"CLUB105"
88264,"CLUB111"
88272,"CLUB109"
88302,"CLUB254"
88311,"CLUB132"
88342,"CLUB111"
88390,"CLUB604"
88392,"CLUB111"
88395,"CLUB401"
88396,"CLUB111"
88422,"CLUB133"
88465,"CLUB222"
88513,"CLUB403"
88519,"CLUB413"
88522,"CLUB413"
88533,"CLUB111"
88555,"CLUB249"
88557,"CLUB122"
88565,"CLUB111"
88593,"CLUB111"
88598,"CLUB403"
88603,"CLUB119"
88617,"CLUB133"
88646,"CLUB254"
88667,"CLUB205"
88668,"CLUB117"
88678,"CLUB201"
88699,"CLUB413"
88709,"CLUB111"
88712,"CLUB105"
88721,"CLUB206"
88727,"CLUB135"
88734,"CLUB202"
88736,"CLUB413"
88751,"CLUB111"
88761,"CLUB413"
88763,"CLUB111"
88765,"CLUB249"
88788,"CLUB123"
88796,"CLUB111"
88804,"CLUB420"
88809,"CLUB111"
88818,"CLUB111"
88824,"CLUB402"
88828,"CLUB111"
88833,"CLUB206"
88845,"CLUB111"
88876,"CLUB114"
88877,"CLUB402"
88937,"CLUB115"
88965,"CLUB249"
89008,"CLUB111"
89019,"CLUB132"
89023,"CLUB102"
89068,"CLUB132"
89070,"CLUB125"
89072,"CLUB410"
89102,"CLUB105"
89108,"CLUB119"
89142,"CLUB111"
89145,"CLUB410"
89161,"CLUB108"
89170,"CLUB110"
89184,"CLUB105"
89185,"CLUB117"
89205,"CLUB119"
89215,"CLUB109"
89219,"CLUB233"
89249,"CLUB111"
89263,"CLUB119"
89291,"CLUB403"
89302,"CLUB101"
89312,"CLUB604"
89314,"CLUB420"
89358,"CLUB111"
89362,"CLUB109"
89374,"CLUB123"
89427,"CLUB410"
89469,"CLUB111"
89471,"CLUB604"
89472,"CLUB105"
89476,"CLUB111"
89488,"CLUB402"
89528,"CLUB420"
89532,"CLUB111"
89574,"CLUB119"
89577,"CLUB233"
89605,"CLUB254"
89606,"CLUB245"
89611,"CLUB111"
89634,"CLUB115"
89636,"CLUB242"
89639,"CLUB413"
89645,"CLUB402"
89651,"CLUB210"
89653,"CLUB402"
89682,"CLUB123"
89683,"CLUB245"
89693,"CLUB233"
89705,"CLUB123"
89710,"CLUB125"
89714,"CLUB109"
89725,"CLUB413"
89728,"CLUB402"
89811,"CLUB105"
89861,"CLUB242"
89870,"CLUB111"
89884,"CLUB132"
89922,"CLUB245"
89923,"CLUB402"
89929,"CLUB124"
89941,"CLUB125"
89948,"CLUB221"
89955,"CLUB125"
89991,"CLUB245"
90008,"CLUB218"
90023,"CLUB115"
90043,"CLUB123"
90046,"CLUB103"
90063,"CLUB133"
90083,"CLUB402"
90091,"CLUB111"
90098,"CLUB605"
90110,"CLUB604"
90114,"CLUB138"
90124,"CLUB111"
90145,"CLUB242"
90186,"CLUB109"
90213,"CLUB109"
90219,"CLUB101"
90223,"CLUB123"
90236,"CLUB402"
90239,"CLUB132"
90278,"CLUB220"
90295,"CLUB105"
90304,"CLUB123"
90309,"CLUB109"
90352,"CLUB101"
90382,"CLUB111"
90383,"CLUB111"
90414,"CLUB402"
90430,"CLUB402"
90431,"CLUB402"
90452,"CLUB133"
90457,"CLUB123"
90462,"CLUB219"
90482,"CLUB501"
90487,"CLUB133"
90491,"CLUB105"
90498,"CLUB135"
90503,"CLUB134"
90538,"CLUB101"
90546,"CLUB129"
90553,"CLUB134"
90570,"CLUB210"
90582,"CLUB123"
90584,"CLUB134"
90587,"CLUB109"
90588,"CLUB212"
90615,"CLUB103"
90616,"CLUB132"
90635,"CLUB219"
90642,"CLUB111"
90647,"CLUB122"
90666,"CLUB126"
90671,"CLUB111"
90679,"CLUB218"
90701,"CLUB402"
90709,"CLUB212"
90710,"CLUB604"
90786,"CLUB601"
90798,"CLUB128"
90804,"CLUB103"
90810,"CLUB601"
90813,"CLUB601"
90827,"CLUB601"
90869,"CLUB103"
90879,"CLUB245"
90892,"CLUB245"
90917,"CLUB109"
90922,"CLUB125"
90935,"CLUB413"
90939,"CLUB125"
90940,"CLUB212"
90966,"CLUB115"
90977,"CLUB242"
90987,"CLUB125"
90998,"CLUB115"
91034,"CLUB127"
91036,"CLUB254"
91084,"CLUB105"
91103,"CLUB402"
91118,"CLUB111"
91130,"CLUB221"
91156,"CLUB125"
91159,"CLUB117"
91175,"CLUB604"
91180,"CLUB101"
91196,"CLUB125"
91211,"CLUB212"
91227,"CLUB123"
91250,"CLUB111"
91252,"CLUB221"
91287,"CLUB601"
91332,"CLUB501"
91350,"CLUB418"
91351,"CLUB410"
91353,"CLUB413"
91362,"CLUB134"
91368,"CLUB254"
91385,"CLUB402"
91395,"CLUB124"
91407,"CLUB242"
91419,"CLUB134"
91450,"CLUB221"
91454,"CLUB602"
91475,"CLUB132"
91483,"CLUB132"
91500,"CLUB101"
91503,"CLUB115"
91520,"CLUB202"
91526,"CLUB604"
91543,"CLUB221"
91558,"CLUB123"
91561,"CLUB117"
91573,"CLUB123"
91575,"CLUB136"
91581,"CLUB123"
91599,"CLUB123"
91611,"CLUB132"
91625,"CLUB111"
91659,"CLUB115"
91701,"CLUB410"
91731,"CLUB111"
91741,"CLUB119"
91756,"CLUB131"
91759,"CLUB123"
91770,"CLUB128"
91806,"CLUB405"
91808,"CLUB245"
91811,"CLUB221"
91812,"CLUB401"
91821,"CLUB601"
91838,"CLUB132"
91841,"CLUB132"
91857,"CLUB407"
91880,"CLUB221"
91889,"CLUB133"
91898,"CLUB117"
91901,"CLUB123"
91906,"CLUB132"
91907,"CLUB402"
91921,"CLUB132"
91956,"CLUB103"
91965,"CLUB111"
91970,"CLUB133"
92016,"CLUB221"
92033,"CLUB103"
92040,"CLUB123"
92050,"CLUB126"
92054,"CLUB123"
92071,"CLUB254"
92081,"CLUB129"
92084,"CLUB128"
92130,"CLUB204"
92136,"CLUB125"
92137,"CLUB402"
92159,"CLUB109"
92161,"CLUB134"
92182,"CLUB602"
92212,"CLUB220"
92227,"CLUB125"
92234,"CLUB402"
92255,"CLUB410"
92275,"CLUB132"
92297,"CLUB101"
92344,"CLUB221"
92382,"CLUB113"
92389,"CLUB111"
92397,"CLUB601"
92400,"CLUB125"
92458,"CLUB123"
92461,"CLUB109"
92502,"CLUB123"
92505,"CLUB109"
92540,"CLUB125"
92555,"CLUB410"
92575,"CLUB604"
92655,"CLUB132"
92683,"CLUB123"
92684,"CLUB132"
92692,"CLUB221"
92720,"CLUB410"
92741,"CLUB123"
92752,"CLUB123"
92753,"CLUB242"
92758,"CLUB404"
92761,"CLUB602"
92764,"CLUB123"
92782,"CLUB123"
92797,"CLUB116"
92804,"CLUB109"
92821,"CLUB413"
92829,"CLUB109"
92841,"CLUB132"
92866,"CLUB111"
92871,"CLUB604"
92879,"CLUB105"
92892,"CLUB111"
92896,"CLUB132"
92926,"CLUB117"
92939,"CLUB402"
92940,"CLUB119"
92943,"CLUB101"
92959,"CLUB111"
92964,"CLUB602"
92986,"CLUB410"
92993,"CLUB403"
92994,"CLUB257"
93012,"CLUB219"
93016,"CLUB111"
93019,"CLUB124"
93031,"CLUB123"
93034,"CLUB111"
93036,"CLUB220"
93065,"CLUB125"
93074,"CLUB105"
93078,"CLUB111"
93084,"CLUB132"
93107,"CLUB131"
93137,"CLUB134"
93165,"CLUB111"
93185,"CLUB123"
93208,"CLUB402"
93224,"CLUB249"
93232,"CLUB125"
93235,"CLUB103"
93283,"CLUB212"
93290,"CLUB115"
93291,"CLUB132"
93305,"CLUB123"
93308,"CLUB410"
93309,"CLUB111"
93323,"CLUB213"
93363,"CLUB132"
93384,"CLUB221"
93451,"CLUB117"
93466,"CLUB134"
93467,"CLUB123"
93482,"CLUB123"
93515,"CLUB105"
93536,"CLUB129"
93548,"CLUB123"
93556,"CLUB602"
93577,"CLUB206"
93578,"CLUB119"
93613,"CLUB418"
93622,"CLUB602"
93646,"CLUB602"
93652,"CLUB245"
93658,"CLUB115"
93741,"CLUB132"
93758,"CLUB132"
93759,"CLUB109"
93762,"CLUB111"
93766,"CLUB132"
93769,"CLUB109"
93827,"CLUB410"
93833,"CLUB410"
93861,"CLUB420"
93880,"CLUB604"
93888,"CLUB410"
93933,"CLUB410"
93987,"CLUB113"
94041,"CLUB111"
94061,"CLUB111"
94098,"CLUB113"
94142,"CLUB132"
94150,"CLUB604"
94231,"CLUB410"
94256,"CLUB111"
94282,"CLUB124"
94308,"CLUB604"
94345,"CLUB134"
94361,"CLUB410"
94413,"CLUB410"
94500,"CLUB118"
94509,"CLUB410"
94566,"CLUB410"
94596,"CLUB256"
94618,"CLUB101"
94653,"CLUB123"
94662,"CLUB221"
94684,"CLUB111"
94692,"CLUB119"
94695,"CLUB122"
94739,"CLUB245"
94775,"CLUB123"
94776,"CLUB402"
94870,"CLUB115"
94873,"CLUB410"
94884,"CLUB133"
94904,"CLUB111"
94917,"CLUB410"
94950,"CLUB134"
94956,"CLUB410"
94957,"CLUB402"
94990,"CLUB123"
95062,"CLUB602"
95068,"CLUB115"
95076,"CLUB119"
95134,"CLUB111"
95139,"CLUB134"
95141,"CLUB134"
95152,"CLUB123"
95189,"CLUB133"
95224,"CLUB133"
95231,"CLUB119"
95234,"CLUB402"
95244,"CLUB119"
95293,"CLUB111"
95310,"CLUB123"
95365,"CLUB602"
95367,"CLUB410"
95379,"CLUB601"
95391,"CLUB604"
95459,"CLUB212"
95462,"CLUB132"
95468,"CLUB113"
95480,"CLUB103"
95493,"CLUB204"
95537,"CLUB132"
95553,"CLUB113"
95561,"CLUB107"
95589,"CLUB109"
95592,"CLUB107"
95597,"CLUB111"
95650,"CLUB222"
95656,"CLUB111"
95672,"CLUB242"
95733,"CLUB410"
95798,"CLUB131"
95818,"CLUB242"
95825,"CLUB113"
95897,"CLUB109"
95937,"CLUB111"
95945,"CLUB111"
95947,"CLUB101"
95961,"CLUB420"
95978,"CLUB111"
95981,"CLUB266"
95998,"CLUB103"
96001,"CLUB101"
96010,"CLUB111"
96041,"CLUB111"
96042,"CLUB132"
96068,"CLUB111"
96100,"CLUB135"
96107,"CLUB410"
96182,"CLUB245"
96223,"CLUB123"
96242,"CLUB123"
96258,"CLUB404"
96263,"CLUB129"
96291,"CLUB106"
96300,"CLUB125"
96328,"CLUB105"
96329,"CLUB402"
96335,"CLUB413"
96349,"CLUB126"
96373,"CLUB128"
96392,"CLUB133"
96453,"CLUB115"
96457,"CLUB410"
96496,"CLUB403"
96498,"CLUB245"
96545,"CLUB110"
96567,"CLUB129"
96569,"CLUB413"
96580,"CLUB604"
96670,"CLUB410"
96673,"CLUB410"
96702,"CLUB404"
96732,"CLUB403"
96733,"CLUB111"
96759,"CLUB101"
96761,"CLUB403"
96768,"CLUB126"
96796,"CLUB410"
96821,"CLUB118"
96863,"CLUB245"
96868,"CLUB602"
96875,"CLUB124"
96897,"CLUB413"
96943,"CLUB410"
96949,"CLUB111"
96956,"CLUB117"
97033,"CLUB111"
97035,"CLUB410"
97084,"CLUB601"
97092,"CLUB111"
97111,"CLUB109"
97128,"CLUB254"
97165,"CLUB105"
97174,"CLUB410"
97200,"CLUB218"
97213,"CLUB404"
97214,"CLUB126"
97223,"CLUB105"
97231,"CLUB109"
97245,"CLUB101"
97272,"CLUB111"
97281,"CLUB410"
97301,"CLUB105"
97306,"CLUB420"
97315,"CLUB111"
97324,"CLUB402"
97349,"CLUB127"
97352,"CLUB602"
97362,"CLUB123"
97365,"CLUB402"
97407,"CLUB109"
97440,"CLUB123"
97468,"CLUB203"
97478,"CLUB405"
97503,"CLUB245"
97507,"CLUB245"
97511,"CLUB101"
97512,"CLUB105"
97515,"CLUB245"
97532,"CLUB413"
97536,"CLUB123"
97548,"CLUB221"
97560,"CLUB123"
97566,"CLUB113"
97616,"CLUB604"
97618,"CLUB123"
97633,"CLUB123"
97644,"CLUB123"
97667,"CLUB129"
97684,"CLUB410"
97692,"CLUB249"
97702,"CLUB403"
97719,"CLUB602"
97721,"CLUB111"
97734,"CLUB413"
97749,"CLUB402"
97751,"CLUB101"
97755,"CLUB132"
