pkey,emp_type
5008,"ec-1-6"
5012,"ec-1-6"
5013,"ec-1-6"
5018,"ec-2-1"
5022,"ec-1-6"
5024,"ec-1-5"
5027,"ec-1-6"
5029,"ec-2-1"
5030,"ec-1-6"
5036,"ec-1-6"
5040,"ec-2-1"
5058,"ec-1-6"
5061,"ec-1-6"
5069,"ec-1-6"
5072,"ec-1-5"
5075,"ec-2-1"
5085,"ec-1-6"
5089,"ec-1-6"
5093,"ec-1-6"
5095,"ec-1-6"
5097,"ec-1-6"
5100,"ec-1-6"
5105,"ec-1-6"
5107,"ec-2-1"
5114,"ec-1-6"
5116,"ec-1-6"
5120,"ec-1-6"
5128,"ec-1-5"
5130,"ec-1-6"
5131,"ec-1-6"
5132,"ec-1-6"
5143,"ec-1-6"
5144,"ec-1-6"
5145,"ec-1-6"
5147,"ec-2-2"
5149,"ec-1-6"
5151,"ec-1-6"
5153,"ec-1-6"
5154,"ec-1-6"
5160,"ec-1-6"
5168,"ec-1-6"
5174,"ec-1-6"
5175,"ec-1-5"
5182,"ec-1-6"
5184,"ec-1-6"
5186,"ec-1-6"
5187,"ec-1-6"
5195,"ec-1-6"
5202,"ec-1-6"
5205,"ec-2-2"
5211,"ec-1-3"
5221,"ec-1-5"
5222,"ec-1-5"
5224,"ec-1-6"
5226,"ec-1-6"
5229,"ec-1-6"
5230,"ec-1-6"
5239,"ec-1-6"
5244,"ec-1-6"
5245,"ec-1-5"
5246,"ec-1-6"
5256,"ec-1-6"
5257,"ec-1-6"
5261,"ec-2-2"
5265,"ec-1-6"
5270,"ec-2-2"
5274,"ec-1-6"
5291,"ec-1-6"
5293,"ec-1-6"
5302,"ec-1-6"
5304,"ec-1-5"
5309,"ec-1-5"
5316,"ec-1-5"
5321,"ec-1-6"
5329,"ec-1-6"
5331,"ec-1-6"
5333,"ec-1-6"
5342,"ec-1-6"
5349,"ec-1-6"
5353,"ec-2-2"
5354,"ec-1-2"
5355,"ec-1-6"
5358,"ec-1-6"
5363,"ec-1-6"
5366,"ec-1-6"
5369,"ec-1-5"
5370,"ec-1-6"
5378,"ec-1-5"
5383,"ec-1-6"
5391,"ec-2-2"
5395,"ec-1-6"
5397,"ec-1-6"
5405,"ec-1-6"
5407,"ec-1-6"
5411,"ec-1-6"
5414,"ec-1-5"
5417,"ec-1-1"
5423,"ec-2-2"
5433,"ec-1-6"
5434,"ec-1-6"
5437,"ec-1-6"
5438,"ec-1-6"
5444,"ec-1-6"
5453,"ec-1-1"
5456,"ec-1-6"
5460,"ec-1-2"
5463,"ec-1-6"
5465,"ec-2-1"
5466,"ec-1-6"
5475,"ec-1-1"
5476,"ec-2-1"
5486,"ec-1-6"
5501,"ec-2-1"
5502,"ec-1-6"
5506,"ec-2-1"
5507,"ec-1-6"
5525,"ec-1-6"
5529,"ec-1-6"
5535,"ec-1-5"
5543,"ec-1-6"
5544,"ec-2-2"
5545,"ec-2-1"
5550,"ec-2-1"
5563,"ec-1-6"
5569,"ec-1-6"
5572,"ec-1-5"
5576,"ec-1-6"
5582,"ec-1-6"
5590,"ec-1-6"
5594,"ec-1-6"
5599,"ec-1-5"
5603,"ec-1-6"
5607,"ec-1-2"
5611,"ec-1-6"
5614,"ec-1-5"
5620,"ec-2-1"
5625,"ec-2-1"
5631,"ec-1-6"
5632,"ec-1-5"
5633,"ec-1-6"
5636,"ec-1-6"
5648,"ec-1-6"
5649,"ec-1-6"
5664,"ec-1-6"
5666,"ec-1-6"
5667,"ec-2-1"
5669,"ec-1-6"
5670,"ec-1-6"
5672,"ec-1-6"
5673,"ec-1-6"
5681,"ec-1-6"
5683,"ec-1-6"
5689,"ec-1-6"
5691,"ec-1-6"
5716,"ec-2-1"
5718,"ec-1-6"
5724,"ec-1-6"
5725,"ec-1-6"
5730,"ec-1-6"
5735,"ec-1-5"
5743,"ec-1-5"
5747,"ec-1-6"
5749,"ec-1-5"
5751,"ec-1-6"
5759,"ec-1-6"
5760,"ec-1-6"
5772,"ec-1-6"
5777,"ec-1-6"
5778,"ec-1-6"
5779,"ec-1-6"
5780,"ec-1-6"
5781,"ec-1-6"
5787,"ec-1-6"
5790,"ec-1-6"
5791,"ec-1-6"
5804,"ec-1-6"
5810,"ec-1-6"
5825,"ec-2-1"
5826,"ec-1-6"
5827,"ec-1-6"
5829,"ec-1-5"
5830,"ec-1-6"
5838,"ec-1-6"
5839,"ec-1-6"
5842,"ec-1-6"
5844,"ec-1-6"
5845,"ec-1-6"
5852,"ec-1-6"
5855,"ec-1-6"
5861,"ec-1-6"
5865,"ec-1-6"
5868,"ec-1-6"
5869,"ec-1-6"
5870,"ec-2-1"
5881,"ec-2-1"
5882,"ec-1-6"
5888,"ec-1-6"
5890,"ec-1-6"
5907,"ec-1-6"
5923,"ec-1-5"
5926,"ec-2-2"
5927,"ec-1-6"
5929,"ec-1-6"
5934,"ec-1-6"
5936,"ec-1-5"
5942,"ec-1-6"
5945,"ec-1-6"
5949,"ec-1-5"
5951,"ec-2-2"
5954,"ec-1-6"
5957,"ec-2-2"
5963,"ec-1-5"
5969,"ec-1-6"
5972,"ec-1-6"
5973,"ec-1-6"
5975,"ec-1-6"
5978,"ec-1-6"
5988,"ec-1-6"
5992,"ec-1-5"
5997,"ec-1-5"
6000,"ec-1-5"
6006,"ec-2-1"
6009,"ec-1-6"
6010,"ec-2-1"
6015,"ec-1-6"
6018,"ec-1-6"
6021,"ec-1-6"
6025,"ec-1-6"
6028,"ec-1-6"
6035,"ec-1-6"
6039,"ec-1-6"
6040,"ec-1-6"
6044,"ec-1-6"
6047,"ec-1-6"
6048,"ec-1-6"
6051,"ec-2-1"
6052,"ec-1-6"
6054,"ec-1-6"
6055,"ec-1-6"
6060,"ec-1-6"
6063,"ec-1-6"
6067,"ec-2-1"
6072,"ec-2-2"
6076,"ec-1-6"
6080,"ec-1-6"
6084,"ec-2-2"
6087,"ec-1-2"
6089,"ec-1-6"
6090,"ec-1-6"
6092,"ec-1-1"
6106,"ec-1-6"
6109,"ec-1-6"
6117,"ec-1-6"
6119,"ec-1-6"
6122,"ec-1-6"
6124,"ec-1-5"
6129,"ec-1-6"
6139,"ec-1-6"
6141,"ec-1-6"
6146,"ec-1-1"
6156,"ec-1-6"
6157,"ec-1-6"
6162,"ec-1-6"
6168,"ec-1-6"
6170,"ec-1-6"
6185,"ec-1-6"
6186,"ec-1-6"
6187,"ec-1-6"
6198,"ec-1-6"
6199,"ec-1-6"
6201,"ec-1-6"
6206,"ec-1-6"
6207,"ec-1-5"
6210,"ec-1-6"
6215,"ec-2-2"
6219,"ec-1-6"
6220,"ec-1-5"
6223,"ec-1-6"
6225,"ec-1-6"
6231,"ec-1-6"
6232,"ec-2-1"
6233,"ec-1-6"
6235,"ec-1-6"
6244,"ec-1-6"
6245,"ec-1-6"
6257,"ec-2-2"
6261,"ec-1-6"
6277,"ec-1-6"
6278,"ec-1-6"
6279,"ec-1-6"
6280,"ec-1-6"
6282,"ec-2-1"
6287,"ec-1-6"
6292,"ec-2-1"
6297,"ec-1-6"
6299,"ec-1-4"
6301,"ec-1-6"
6306,"ec-2-2"
6307,"ec-2-1"
6312,"ec-2-1"
6313,"ec-1-6"
6316,"ec-1-6"
6318,"ec-1-5"
6322,"ec-1-6"
6324,"ec-1-6"
6330,"ec-2-1"
6336,"ec-1-6"
6339,"ec-1-6"
6346,"ec-1-6"
6351,"ec-1-6"
6357,"ec-1-6"
6364,"ec-1-6"
6368,"ec-1-6"
6369,"ec-1-6"
6372,"ec-1-6"
6381,"ec-1-6"
6390,"ec-1-6"
6394,"ec-1-6"
6398,"ec-1-6"
6403,"ec-1-6"
6410,"ec-1-6"
6418,"ec-1-6"
6422,"ec-1-6"
6424,"ec-1-6"
6434,"ec-1-5"
6450,"ec-1-6"
6454,"ec-1-2"
6461,"ec-1-6"
6466,"ec-1-6"
6469,"ec-1-6"
6477,"ec-1-6"
6479,"ec-1-6"
6482,"ec-1-6"
6487,"ec-1-6"
6495,"ec-2-1"
6497,"ec-1-6"
6499,"ec-1-6"
6503,"ec-1-6"
6509,"ec-1-6"
6511,"ec-1-5"
6513,"ec-1-6"
6541,"ec-1-6"
6561,"ec-1-6"
6562,"ec-1-6"
6566,"ec-1-6"
6571,"ec-2-2"
6575,"ec-1-6"
6590,"ec-1-6"
6594,"ec-1-6"
6595,"ec-1-5"
6597,"ec-2-1"
6606,"ec-1-6"
6610,"ec-1-6"
6612,"ec-1-6"
6614,"ec-2-1"
6618,"ec-1-6"
6625,"ec-1-6"
6628,"ec-2-1"
6630,"ec-1-6"
6634,"ec-1-6"
6637,"ec-1-5"
6639,"ec-1-6"
6640,"ec-1-6"
6647,"ec-1-6"
6648,"ec-1-3"
6651,"ec-1-6"
6669,"ec-1-6"
6670,"ec-1-5"
6674,"ec-1-6"
6675,"ec-1-6"
6678,"ec-2-2"
6685,"ec-1-6"
6686,"ec-1-6"
6691,"ec-2-2"
6697,"ec-1-6"
6700,"ec-2-1"
6716,"ec-1-6"
6720,"ec-1-6"
6722,"ec-1-6"
6739,"ec-2-1"
6742,"ec-1-2"
6749,"ec-1-6"
6753,"ec-2-1"
6760,"ec-1-6"
6762,"ec-1-6"
6772,"ec-1-2"
6773,"ec-1-6"
6779,"ec-1-6"
6780,"ec-2-2"
6783,"ec-2-1"
6784,"ec-1-6"
6787,"ec-1-6"
6788,"ec-1-6"
6799,"ec-1-6"
6803,"ec-1-6"
6811,"ec-2-1"
6812,"ec-2-2"
6813,"ec-2-2"
6818,"ec-1-6"
6822,"ec-1-5"
6824,"ec-1-6"
6827,"ec-1-6"
6830,"ec-1-6"
6834,"ec-1-6"
6842,"ec-1-6"
6846,"ec-1-6"
6855,"ec-1-5"
6858,"ec-1-5"
6865,"ec-2-1"
6869,"ec-1-6"
6871,"ec-1-6"
6877,"ec-1-6"
6892,"ec-1-6"
6895,"ec-1-6"
6900,"ec-1-6"
6902,"ec-1-5"
6905,"ec-1-6"
6906,"ec-1-6"
6907,"ec-1-6"
6913,"ec-1-5"
6914,"ec-1-6"
6916,"ec-2-1"
6919,"ec-1-6"
6923,"ec-1-6"
6924,"ec-1-6"
6925,"ec-1-6"
6929,"ec-1-6"
6930,"ec-1-6"
6934,"ec-1-6"
6935,"ec-1-6"
6939,"ec-1-6"
6941,"ec-1-6"
6954,"ec-1-6"
6957,"ec-1-6"
6976,"ec-1-6"
6982,"ec-1-6"
6990,"ec-2-1"
6998,"ec-1-6"
6999,"ec-1-6"
7000,"ec-2-2"
7014,"ec-1-6"
7016,"ec-1-6"
7020,"ec-1-6"
7027,"ec-1-6"
7028,"ec-1-6"
7030,"ec-1-4"
7035,"ec-1-6"
7043,"ec-1-6"
7044,"ec-1-5"
7045,"ec-1-6"
7050,"ec-1-6"
7055,"ec-2-2"
7064,"ec-1-6"
7090,"ec-1-5"
7091,"ec-2-1"
7095,"ec-1-5"
7096,"ec-1-6"
7098,"ec-1-6"
7099,"ec-1-6"
7106,"ec-1-6"
7111,"ec-1-6"
7112,"ec-1-6"
7119,"ec-1-6"
7124,"ec-1-6"
7126,"ec-1-6"
7129,"ec-1-6"
7137,"ec-1-3"
7150,"ec-1-6"
7172,"ec-1-6"
7176,"ec-1-6"
7178,"ec-1-6"
7180,"ec-1-6"
7182,"ec-1-6"
7183,"ec-1-6"
7184,"ec-1-6"
7185,"ec-1-6"
7186,"ec-1-5"
7187,"ec-1-6"
7197,"ec-1-5"
7198,"ec-2-1"
7199,"ec-1-6"
7200,"ec-1-5"
7203,"ec-1-6"
7210,"ec-2-1"
7227,"ec-1-6"
7228,"ec-1-6"
7229,"ec-1-6"
7234,"ec-2-1"
7235,"ec-1-6"
7241,"ec-2-1"
7244,"ec-1-6"
7248,"ec-1-6"
7249,"ec-2-1"
7251,"ec-1-6"
7255,"ec-1-6"
7263,"ec-2-1"
7264,"ec-1-6"
7267,"ec-1-6"
7268,"ec-2-1"
7269,"ec-1-6"
7274,"ec-1-6"
7277,"ec-1-6"
7279,"ec-1-6"
7283,"ec-1-5"
7284,"ec-1-6"
7294,"ec-1-6"
7296,"ec-1-6"
7303,"ec-1-5"
7308,"ec-2-1"
7317,"ec-1-6"
7318,"ec-1-6"
7321,"ec-1-5"
7326,"ec-2-1"
7330,"ec-1-6"
7339,"ec-1-6"
7341,"ec-2-1"
7342,"ec-1-6"
7345,"ec-2-1"
7349,"ec-1-6"
7351,"ec-1-6"
7352,"ec-2-2"
7355,"ec-1-6"
7358,"ec-1-5"
7368,"ec-2-2"
7371,"ec-1-6"
7374,"ec-1-6"
7375,"ec-1-6"
7392,"ec-1-6"
7395,"ec-2-1"
7400,"ec-1-5"
7403,"ec-1-3"
7407,"ec-2-1"
7413,"ec-1-6"
7415,"ec-1-3"
7416,"ec-1-6"
7418,"ec-1-6"
7428,"ec-1-6"
7431,"ec-1-6"
7440,"ec-1-6"
7443,"ec-1-6"
7449,"ec-1-6"
7456,"ec-1-6"
7458,"ec-1-6"
7470,"ec-2-1"
7472,"ec-1-6"
7476,"ec-1-6"
7477,"ec-1-6"
7484,"ec-1-6"
7485,"ec-2-2"
7489,"ec-1-5"
7494,"ec-1-6"
7502,"ec-1-6"
7503,"ec-1-6"
7508,"ec-1-6"
7509,"ec-2-2"
7522,"ec-1-2"
7524,"ec-1-6"
7526,"ec-1-6"
7541,"ec-1-6"
7542,"ec-1-2"
7546,"ec-1-6"
7549,"ec-1-6"
7550,"ec-1-6"
7551,"ec-1-6"
7558,"ec-1-6"
7561,"ec-2-1"
7564,"ec-1-6"
7569,"ec-1-1"
7570,"ec-2-2"
7579,"ec-1-6"
7582,"ec-1-6"
7591,"ec-1-1"
7604,"ec-1-6"
7608,"ec-1-6"
7611,"ec-1-6"
7614,"ec-1-6"
7616,"ec-1-5"
7623,"ec-2-1"
7626,"ec-1-6"
7630,"ec-1-6"
7631,"ec-1-6"
7633,"ec-1-6"
7637,"ec-1-6"
7642,"ec-1-6"
7648,"ec-1-6"
7661,"ec-1-6"
7663,"ec-2-1"
7665,"ec-1-6"
7666,"ec-1-6"
7681,"ec-1-6"
7685,"ec-1-5"
7689,"ec-1-6"
7692,"ec-1-3"
7696,"ec-1-6"
7697,"ec-1-6"
7699,"ec-1-6"
7701,"ec-1-6"
7710,"ec-1-6"
7713,"ec-2-1"
7715,"ec-2-2"
7717,"ec-1-6"
7718,"ec-1-6"
7723,"ec-1-6"
7724,"ec-1-6"
7725,"ec-1-6"
7727,"ec-2-2"
7729,"ec-2-2"
7730,"ec-1-6"
7731,"ec-1-6"
7732,"ec-2-1"
7736,"ec-1-6"
7739,"ec-1-6"
7740,"ec-1-6"
7747,"ec-1-6"
7750,"ec-1-6"
7751,"ec-1-6"
7754,"ec-1-2"
7758,"ec-1-6"
7761,"ec-1-6"
7762,"ec-1-6"
7778,"ec-1-6"
7792,"ec-2-2"
7796,"ec-1-6"
7803,"ec-1-6"
7804,"ec-1-6"
7809,"ec-1-6"
7817,"ec-1-6"
7839,"ec-1-5"
7841,"ec-1-6"
7842,"ec-1-1"
7847,"ec-1-6"
7852,"ec-1-6"
7857,"ec-1-6"
7860,"ec-1-6"
7866,"ec-1-6"
7871,"ec-1-6"
7876,"ec-2-2"
7881,"ec-2-2"
7882,"ec-1-6"
7883,"ec-1-6"
7893,"ec-1-6"
7896,"ec-1-6"
7898,"ec-1-1"
7901,"ec-1-6"
7904,"ec-1-6"
7906,"ec-2-1"
7910,"ec-1-6"
7918,"ec-1-6"
7920,"ec-1-6"
7924,"ec-1-1"
7925,"ec-1-5"
7930,"ec-1-6"
7932,"ec-1-5"
7934,"ec-1-6"
7936,"ec-1-6"
7941,"ec-1-6"
7943,"ec-1-6"
7945,"ec-1-6"
7947,"ec-2-1"
7954,"ec-1-6"
7958,"ec-1-6"
7961,"ec-1-5"
7966,"ec-1-6"
7969,"ec-1-6"
7992,"ec-1-6"
7999,"ec-1-6"
8003,"ec-2-1"
8005,"ec-1-6"
8011,"ec-1-6"
8015,"ec-1-6"
8027,"ec-2-1"
8032,"ec-1-6"
8034,"ec-1-3"
8037,"ec-2-1"
8040,"ec-1-6"
8044,"ec-1-6"
8045,"ec-1-6"
8054,"ec-1-6"
8060,"ec-1-6"
8073,"ec-1-6"
8078,"ec-1-6"
8079,"ec-1-6"
8080,"ec-2-1"
8083,"ec-1-6"
8084,"ec-1-6"
8088,"ec-1-6"
8104,"ec-2-1"
8114,"ec-1-5"
8115,"ec-1-6"
8116,"ec-1-5"
8120,"ec-1-2"
8123,"ec-1-6"
8125,"ec-1-6"
8128,"ec-1-6"
8129,"ec-1-6"
8133,"ec-1-6"
8134,"ec-1-6"
8137,"ec-1-6"
8149,"ec-1-6"
8152,"ec-2-2"
8158,"ec-1-6"
8167,"ec-1-6"
8172,"ec-2-1"
8173,"ec-2-1"
8178,"ec-1-6"
8187,"ec-1-6"
8193,"ec-1-5"
8195,"ec-1-6"
8199,"ec-1-6"
8200,"ec-2-2"
8202,"ec-1-6"
8204,"ec-1-6"
8205,"ec-1-6"
8207,"ec-1-6"
8211,"ec-2-1"
8213,"ec-1-6"
8218,"ec-1-6"
8219,"ec-2-1"
8223,"ec-1-6"
8226,"ec-2-1"
8229,"ec-1-6"
8231,"ec-1-6"
8237,"ec-1-6"
8239,"ec-1-6"
8245,"ec-1-6"
8247,"ec-1-6"
8248,"ec-1-6"
8251,"ec-1-6"
8255,"ec-2-1"
8261,"ec-1-6"
8269,"ec-1-6"
8270,"ec-1-2"
8271,"ec-1-6"
8276,"ec-2-1"
8277,"ec-1-6"
8288,"ec-1-6"
8292,"ec-2-2"
8294,"ec-1-6"
8301,"ec-2-1"
8307,"ec-2-2"
8308,"ec-1-6"
8316,"ec-1-6"
8320,"ec-1-6"
8321,"ec-2-1"
8335,"ec-1-6"
8338,"ec-2-1"
8344,"ec-1-3"
8345,"ec-1-6"
8349,"ec-2-1"
8352,"ec-1-6"
8355,"ec-1-6"
8360,"ec-1-3"
8361,"ec-1-6"
8372,"ec-1-5"
8373,"ec-1-6"
8374,"ec-1-6"
8378,"ec-1-6"
8383,"ec-2-2"
8385,"ec-1-6"
8392,"ec-1-6"
8393,"ec-1-6"
8398,"ec-2-1"
8407,"ec-1-6"
8408,"ec-1-6"
8410,"ec-1-6"
8415,"ec-1-6"
8417,"ec-1-6"
8420,"ec-1-6"
8421,"ec-1-6"
8427,"ec-1-6"
8430,"ec-1-6"
8433,"ec-2-1"
8435,"ec-1-6"
8438,"ec-1-1"
8442,"ec-1-6"
8450,"ec-1-5"
8458,"ec-1-6"
8460,"ec-1-6"
8461,"ec-1-6"
8467,"ec-2-2"
8471,"ec-1-6"
8476,"ec-1-6"
8477,"ec-1-6"
8480,"ec-1-6"
8481,"ec-1-6"
8485,"ec-1-6"
8488,"ec-1-6"
8498,"ec-1-5"
8499,"ec-1-5"
8502,"ec-1-6"
8505,"ec-1-6"
8517,"ec-1-6"
8519,"ec-1-6"
8529,"ec-2-1"
8531,"ec-1-6"
8537,"ec-2-1"
8538,"ec-1-6"
8544,"ec-2-1"
8551,"ec-1-5"
8559,"ec-1-6"
8563,"ec-1-6"
8564,"ec-1-6"
8565,"ec-2-1"
8567,"ec-1-6"
8577,"ec-1-6"
8587,"ec-1-1"
8593,"ec-1-6"
8595,"ec-1-6"
8601,"ec-1-6"
8606,"ec-1-6"
8615,"ec-2-1"
8623,"ec-1-6"
8647,"ec-1-6"
8654,"ec-1-6"
8656,"ec-1-5"
8658,"ec-2-2"
8663,"ec-1-5"
8664,"ec-1-6"
8674,"ec-1-6"
8678,"ec-1-5"
8679,"ec-2-1"
8685,"ec-1-6"
8686,"ec-1-6"
8692,"ec-1-5"
8695,"ec-2-2"
8698,"ec-1-6"
8707,"ec-1-6"
8713,"ec-1-6"
8737,"ec-1-6"
8740,"ec-2-1"
8741,"ec-2-2"
8750,"ec-1-6"
8756,"ec-1-6"
8766,"ec-1-6"
8772,"ec-1-6"
8783,"ec-1-2"
8784,"ec-1-6"
8787,"ec-2-1"
8789,"ec-1-6"
8805,"ec-1-6"
8807,"ec-1-6"
8809,"ec-1-6"
8811,"ec-1-6"
8813,"ec-1-6"
8814,"ec-2-1"
8815,"ec-1-6"
8818,"ec-1-6"
8823,"ec-1-6"
8836,"ec-1-6"
8842,"ec-1-2"
8844,"ec-1-1"
8848,"ec-1-6"
8866,"ec-1-5"
8870,"ec-1-6"
8872,"ec-1-6"
8874,"ec-1-6"
8876,"ec-1-6"
8883,"ec-1-6"
8885,"ec-1-6"
8890,"ec-1-6"
8892,"ec-1-5"
8907,"ec-1-5"
8915,"ec-1-6"
8919,"ec-2-1"
8923,"ec-1-6"
8927,"ec-1-6"
8929,"ec-1-6"
8931,"ec-1-6"
8935,"ec-1-6"
8937,"ec-1-6"
8949,"ec-2-1"
8957,"ec-1-6"
8961,"ec-1-6"
8970,"ec-1-5"
8984,"ec-1-6"
8988,"ec-1-6"
8989,"ec-1-6"
8992,"ec-1-1"
8998,"ec-1-1"
9005,"ec-1-6"
9014,"ec-1-6"
9018,"ec-1-6"
9025,"ec-1-6"
9030,"ec-1-6"
9032,"ec-1-6"
9036,"ec-1-6"
9038,"ec-1-6"
9040,"ec-2-2"
9046,"ec-1-6"
9047,"ec-1-6"
9049,"ec-2-2"
9054,"ec-1-6"
9059,"ec-1-6"
9063,"ec-1-6"
9067,"ec-1-6"
9069,"ec-1-6"
9082,"ec-2-1"
9096,"ec-2-1"
9099,"ec-1-6"
9100,"ec-2-1"
9102,"ec-1-6"
9105,"ec-1-6"
9106,"ec-1-6"
9118,"ec-1-1"
9127,"ec-1-6"
9143,"ec-1-6"
9149,"ec-1-6"
9152,"ec-1-6"
9157,"ec-1-6"
9161,"ec-2-1"
9167,"ec-2-1"
9182,"ec-1-6"
9185,"ec-1-6"
9187,"ec-1-5"
9188,"ec-1-6"
9191,"ec-2-3"
9194,"ec-2-2"
9196,"ec-2-2"
9201,"ec-1-6"
9224,"ec-2-1"
9227,"ec-1-6"
9230,"ec-1-6"
9232,"ec-1-6"
9235,"ec-1-6"
9238,"ec-2-1"
9245,"ec-1-6"
9251,"ec-1-6"
9253,"ec-1-6"
9254,"ec-2-1"
9256,"ec-2-2"
9257,"ec-1-5"
9268,"ec-1-6"
9270,"ec-1-6"
9271,"ec-1-6"
9280,"ec-1-6"
9281,"ec-1-6"
9282,"ec-1-6"
9283,"ec-1-6"
9284,"ec-1-6"
9285,"ec-2-2"
9288,"ec-2-1"
9290,"ec-1-6"
9292,"ec-1-6"
9301,"ec-1-6"
9306,"ec-1-6"
9308,"ec-1-6"
9316,"ec-1-6"
9319,"ec-1-6"
9321,"ec-1-6"
9324,"ec-1-6"
9327,"ec-1-6"
9330,"ec-1-6"
9336,"ec-2-2"
9352,"ec-1-6"
9354,"ec-2-1"
9358,"ec-1-5"
9362,"ec-1-6"
9368,"ec-1-5"
9377,"ec-1-5"
9384,"ec-1-6"
9392,"ec-1-6"
9395,"ec-1-6"
9398,"ec-1-5"
9402,"ec-1-6"
9407,"ec-1-6"
9414,"ec-1-6"
9416,"ec-1-6"
9417,"ec-1-2"
9418,"ec-1-6"
9422,"ec-1-6"
9425,"ec-2-1"
9433,"ec-1-6"
9438,"ec-1-6"
9442,"ec-1-6"
9443,"ec-1-6"
9445,"ec-1-5"
9447,"ec-1-5"
9451,"ec-1-6"
9452,"ec-1-5"
9453,"ec-1-6"
9455,"ec-2-2"
9460,"ec-1-6"
9462,"ec-1-6"
9466,"ec-1-2"
9469,"ec-1-6"
9475,"ec-1-6"
9489,"ec-1-6"
9493,"ec-1-6"
9509,"ec-1-6"
9514,"ec-2-2"
9519,"ec-1-6"
9521,"ec-1-6"
9527,"ec-1-6"
9530,"ec-1-6"
9534,"ec-1-6"
9537,"ec-1-6"
9538,"ec-1-6"
9545,"ec-1-6"
9546,"ec-1-6"
9550,"ec-1-6"
9561,"ec-1-6"
9562,"ec-1-6"
9565,"ec-2-1"
9576,"ec-1-6"
9586,"ec-1-6"
9596,"ec-1-6"
9599,"ec-1-6"
9602,"ec-1-6"
9606,"ec-1-6"
9618,"ec-2-1"
9639,"ec-2-1"
9649,"ec-1-6"
9650,"ec-1-6"
9654,"ec-2-2"
9659,"ec-1-6"
9661,"ec-1-6"
9664,"ec-1-6"
9665,"ec-1-6"
9667,"ec-2-1"
9668,"ec-1-6"
9671,"ec-1-6"
9684,"ec-1-6"
9689,"ec-1-5"
9690,"ec-1-6"
9693,"ec-1-6"
9699,"ec-2-2"
9703,"ec-1-6"
9706,"ec-1-5"
9709,"ec-1-6"
9710,"ec-1-6"
9712,"ec-1-6"
9715,"ec-1-6"
9717,"ec-1-2"
9730,"ec-1-6"
9733,"ec-1-6"
9738,"ec-1-6"
9740,"ec-1-6"
9742,"ec-1-6"
9743,"ec-1-1"
9748,"ec-2-1"
9752,"ec-1-6"
9757,"ec-1-6"
9758,"ec-1-6"
9759,"ec-1-5"
9763,"ec-1-6"
9768,"ec-1-6"
9774,"ec-1-6"
9777,"ec-1-6"
9787,"ec-2-2"
9788,"ec-2-2"
9793,"ec-2-2"
9795,"ec-1-6"
9796,"ec-1-6"
9797,"ec-1-6"
9799,"ec-1-6"
9800,"ec-1-6"
9813,"ec-1-6"
9816,"ec-1-6"
9817,"ec-1-6"
9825,"ec-1-6"
9827,"ec-1-6"
9832,"ec-1-6"
9835,"ec-1-6"
9837,"ec-1-6"
9851,"ec-1-6"
9852,"ec-1-6"
9858,"ec-1-6"
9864,"ec-2-1"
9869,"ec-1-6"
9873,"ec-1-6"
9876,"ec-2-1"
9878,"ec-1-5"
9884,"ec-1-6"
9885,"ec-1-6"
9886,"ec-1-1"
9899,"ec-2-1"
9900,"ec-1-6"
9907,"ec-1-6"
9921,"ec-1-6"
9922,"ec-1-6"
9927,"ec-1-6"
9930,"ec-1-6"
9932,"ec-1-6"
9937,"ec-2-1"
9938,"ec-1-2"
9940,"ec-1-6"
9950,"ec-1-2"
9953,"ec-1-5"
9954,"ec-2-1"
9962,"ec-1-6"
9963,"ec-1-6"
9965,"ec-1-5"
9966,"ec-1-6"
9970,"ec-1-6"
9973,"ec-1-6"
9975,"ec-1-6"
9982,"ec-1-6"
9983,"ec-1-6"
9985,"ec-2-1"
10000,"ec-1-6"
10002,"ec-1-5"
10003,"ec-1-6"
10006,"ec-1-6"
10007,"ec-1-6"
10020,"ec-1-6"
10021,"ec-1-6"
10023,"ec-1-5"
10029,"ec-1-6"
10033,"ec-1-6"
10036,"ec-1-6"
10039,"ec-1-5"
10043,"ec-1-6"
10054,"ec-1-6"
10056,"ec-1-6"
10060,"ec-1-6"
10061,"ec-1-6"
10063,"ec-1-5"
10064,"ec-1-6"
10067,"ec-2-2"
10077,"ec-1-6"
10084,"ec-1-6"
10098,"ec-1-6"
10101,"ec-1-6"
10103,"ec-1-6"
10106,"ec-1-6"
10108,"ec-1-6"
10109,"ec-1-6"
10114,"ec-1-6"
10116,"ec-1-6"
10118,"ec-1-6"
10132,"ec-1-6"
10138,"ec-1-6"
10146,"ec-1-6"
10148,"ec-2-2"
10149,"ec-1-6"
10156,"ec-1-5"
10159,"ec-1-6"
10161,"ec-1-6"
10162,"ec-1-6"
10164,"ec-2-2"
10166,"ec-1-6"
10174,"ec-1-5"
10177,"ec-1-6"
10181,"ec-1-6"
10195,"ec-1-6"
10201,"ec-1-1"
10207,"ec-1-6"
10210,"ec-1-5"
10211,"ec-1-6"
10213,"ec-1-6"
10216,"ec-1-5"
10227,"ec-1-6"
10235,"ec-1-6"
10236,"ec-1-6"
10240,"ec-1-6"
10250,"ec-1-6"
10252,"ec-1-6"
10253,"ec-1-6"
10255,"ec-1-6"
10256,"ec-1-6"
10258,"ec-1-6"
10259,"ec-1-5"
10262,"ec-1-6"
10263,"ec-1-6"
10269,"ec-2-2"
