pkey,ECO_SECT,previous_dep,job_dep,work_desc,Type_of_contract,JOB_CATEGORY,work_condition,employer_type,working_hours,employee_count
3001,"GZ","78","78","462d","CDI","O","C","ct_9",1762,"tr_5"
3002,"PZ","78","78","423b","CDI","O","P",NA,151,NA
3016,"LZ",NA,NA,"563c","CDI","O","C",NA,154,NA
3027,"QA","05","04","561d","CDI","O","C","ct_9",1669,"tr_5"
3034,"CC","82","82","627f","CDI","O","C","ct_9",1583,"tr_3"
3037,"QA","74","74","526b","CDI","O","P","ct_6",1553,"tr_1"
3039,"HZ","40","64","641a","CDI","O","C",NA,152,NA
3040,"QB","13","13","563b","CDI","O","N","ct_7",997,"tr_1"
3041,"GZ","34","34","552a","CDI","O","C","ct_9",1617,"tr_5"
3065,"DZ","95","75","485a","CDI","O","C","ct_9",1771,"tr_6"
3069,"PZ","67","67","523b","CDI","O","C","ct_1",1820,"tr_6"
3071,"PZ","94","94","341b","CDI","O","P","ct_8",1181,"tr_4"
3088,"GZ","13","13","461c","CDI","O","C","ct_9",2028,"tr_1"
3089,"NZ","04","04","684a","CDI","O","C","ct_9",1547,"tr_5"
3090,"GZ","34","34","554e","CDI","O","C","ct_9",1258,"tr_1"
3099,"TZ","46","46","563c","CDI","O","N","ct_7",283,"tr_1"
3107,"NZ","75","78","561f","AUT","O","C",NA,223,"tr_6"
3117,"QA","60","95","526a","CDI","O","C","ct_9",1864,"tr_3"
3122,"GZ","76","76","552a","CDI","O","C","ct_9",1717,"tr_1"
3139,"FZ","72","72","681a","CDI","O","C","ct_9",630,"tr_1"
3144,"QA","91","91","526e","CDI","O","C","ct_9",1570,"tr_3"
3146,"PZ","33","33","422a","CDI","O","C","ct_1",1820,"tr_4"
3158,"MA","69","42","462e","CDI","O","C","ct_9",1540,"tr_1"
3159,"PZ","30","13","523b","AUT","O","C","ct_1",1062,"tr_5"
3162,"KZ","75","59","542a","CDI","O","N","ct_9",1820,"tr_6"
3163,"TZ","78","78","563c","CDI","O","N","ct_7",2110,"tr_1"
3169,"TZ","64","64","563a","CDI","O","C",NA,152,NA
3184,"QB","06","06","525d","CDI","O","C","ct_8",1831,"tr_2"
3195,"SZ","77","77","541b","CDI","O","P","ct_9",893,"tr_1"
3198,"HZ","91","91","676c","CDI","O","C","ct_9",1993,"tr_6"
3199,"OZ","50","50","333f","CDI","O","C","ct_2",1820,"tr_6"
3211,"OZ","92","92","331a","CDI","O","C","ct_2",1820,"tr_6"
3213,"FZ","13","13","481b","CDI","O","C","ct_9",759,"tr_5"
3218,"QA","31","31","526b","CDI","O","P","ct_9",1560,"tr_1"
3224,"SZ","26","26","526a","CDI","O","C","ct_8",1820,"tr_3"
3230,"FZ","91","91","653a","CDI","O","C","ct_9",1365,"tr_3"
3234,"QB","79","79","525d","CDI","O","C","ct_3",1516,"tr_4"
3254,"CM","24","24","627d","CDI","O","P","ct_9",1092,"tr_4"
3262,"GZ","80","80","551a","CDI","O","P","ct_9",858,"tr_3"
3267,"TZ","15","15","563c","CDI","O","N",NA,1098,NA
3269,"KZ","35","35","467c","CDI","O","C","ct_9",607,"tr_1"
3274,"QB","57","57","461d","CDI","O","C","ct_8",1517,"tr_4"
3276,"HZ","01","01","641a","CDI","O","C","ct_9",1791,"tr_4"
3277,"PZ","75","75","342b","AUT","O","C","ct_1",1365,"tr_3"
3278,"CB","10","10","477a","CDI","O","C","ct_9",1826,"tr_6"
3279,"LZ","60","60","525c","CDI","O","P","ct_5",826,"tr_6"
3288,"GZ","66","66","542a","CDI","O","C","ct_9",1167,"tr_1"
3301,"PZ","49","49","422e","CDI","O","P","ct_8",959,"tr_3"
3304,"NZ","91","95","534a","CDI","O","C","ct_9",1820,"tr_6"
3312,"NZ","88","88","684a","CDI","O","C",NA,638,"tr_1"
3327,"AZ","38","38","691c","CDI","O","C",NA,287,NA
3339,"BZ","76","76","671d","CDI","O","C","ct_9",879,"tr_2"
3343,"QA","69","69","525d","CDI","O","C","ct_8",1830,"tr_5"
3344,"HZ","27","27","543g","CDI","O","P","ct_9",1387,"tr_5"
3346,"NZ","90","90","684a","CDI","O","C","ct_9",1548,"tr_4"
3360,"CK","34","34","623e","CDD","O","C","ct_9",852,"tr_5"
3370,"OZ","40","40","524c","AUT","X","C","ct_2",1820,"tr_6"
3378,"SZ","74","74","435b","CDI","O","P","ct_8",1352,"tr_1"
3401,"MC","54","54","352a","CDI","O","C","ct_9",1820,"tr_1"
3402,"QA","12","12","542a","CDI","O","P","ct_8",601,"tr_3"
3429,"IZ","78","78","488b","CDI","O","C","ct_9",1451,"tr_1"
3436,"KZ","27","59","467a","CDI","O","P","ct_9",1077,"tr_6"
3465,"NZ","13","13","534a","CDI","O","C","ct_9",1993,"tr_2"
3486,"OZ","87","36","452b","AUT","O","C","ct_1",2028,"tr_6"
3489,"NZ","76","76","684a","CDD","O","P","ct_9",252,"tr_6"
3491,"SZ","50","50","372b","CDI","O","C","ct_4",1016,"tr_3"
3493,"IZ","91","77","488a","CDI","O","C","ct_9",786,"tr_4"
3496,"QB","45","45","676e","AUT","O","C","ct_8",1820,"tr_5"
3503,"SZ","03","03","563b","CDI","O","P",NA,569,NA
3507,"CF","88","92","311e","CDI","O","C","ct_9",1775,"tr_5"
3516,"CG","30","01","463b","CDI","O","C","ct_9",1750,"tr_3"
3519,"QA","06","06","523d","AUT","O","C","ct_3",1820,"tr_6"
3523,"CH","34","34","464b","CDI","O","C","ct_9",1393,"tr_3"
3530,"CK","35","35","623e","CDI","O","C","ct_9",1518,"tr_6"
3535,"FZ","69","69","632a","CDI","O","C","ct_9",1688,"tr_2"
3536,"NZ","95","92","534a","CDI","O","C","ct_9",1839,"tr_5"
3547,"PZ","92","78","435b","CDI","O","C","ct_8",416,"tr_3"
3549,"CH","11","11","474a","CDI","O","C","ct_9",1988,"tr_5"
3551,"HZ","77","91","641a","CDI","O","C","ct_9",1938,"tr_6"
3554,"OZ",NA,NA,"525a","CDI","O","C","ct_2",1830,"tr_6"
3563,"TZ","75","75","563c","CDI","O","N","ct_7",1582,"tr_1"
3565,"KZ","51","51","526b","CDI","O","C","ct_9",1580,"tr_1"
3591,"QB","08","08","525d","CDI","O","C",NA,151,NA
3606,"OZ","59","59","545d","CDI","O","C","ct_8",1887,"tr_5"
3607,"TZ","33","33","563c","TTP","O","C",NA,697,NA
3612,"JA","79","79","374b","CDI","O","C","ct_9",1670,"tr_4"
3618,"EZ","30","30","641a","CDI","O","C","ct_9",1831,"tr_3"
3631,"CM","75","76","623e","CDI","O","C","ct_9",1826,"tr_5"
3639,"QA",NA,NA,"433a","CDI","O","C","ct_9",1913,"tr_2"
3645,"HZ","62","62","434b","CDI","O","P","ct_9",1594,"tr_1"
3663,"QB","74","01","563b","TTP","O","P",NA,417,NA
3666,"GZ","45","45","477c","CDI","O","C","ct_9",1855,"tr_2"
3670,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
3678,"QA","19","19","526e","CDI","O","P","ct_9",534,"tr_1"
3679,"CK","03","03","673c","CDI","O","C","ct_9",1828,"tr_3"
3685,"GZ","15","15","651a","CDI","O","C","ct_9",1820,"tr_2"
3687,"QB","77","75","525d","CDI","O","C",NA,152,NA
3689,"OZ","59","59","451g","CDI","O","C",NA,152,NA
3691,"QA","37","37","344b","CDI","O","C","ct_1",2331,"tr_4"
3692,"MA","60","60","543b","CDI","O","C","ct_9",1679,"tr_1"
3701,"TZ","58","58","563c","AUT","O","C",NA,629,NA
3725,"PZ","72","72","525a","CDI","O","P","ct_8",1328,"tr_1"
3727,"MA","22","35","543g","CDI","O","P","ct_9",384,"tr_1"
3737,"CI","33","33","477a","CDI","O","P","ct_9",1784,"tr_5"
3742,"KZ","54","54","376e","CDI","O","C","ct_9",2018,"tr_3"
3759,"NZ","92","93","684a","CDI","O","C","ct_9",1806,"tr_6"
3760,"GZ","13","25","463d","CDI","O","N","ct_9",152,"tr_5"
3765,"CB","17","17","485b","CDI","O","C","ct_9",1768,"tr_4"
3795,"HZ","42","69","641b","CDI","O","C","ct_9",1566,"tr_6"
3819,"NZ","84","55","463d","CDI","O","C","ct_9",494,"tr_0"
3831,"LZ","45","45","676c","CDI","O","C","ct_9",1656,"tr_2"
3845,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
3860,"CH","18","18","384a","CDI","O","C","ct_9",1820,"tr_5"
3863,"GZ","94","75","554b","CDI","O","P","ct_9",777,"tr_1"
3867,"CE","60","60","477d","CDI","O","C","ct_9",1827,"tr_6"
3873,"OZ","70","70","524c","CDI","O","P","ct_2",546,"tr_1"
3880,"TZ","35","35","563c","CDI","O","C",NA,150,NA
3888,"TZ","30","34","563c","CDI","O","N","ct_7",1222,"tr_1"
3889,"GZ","93","93","554a","CDI","O","C",NA,139,NA
3890,"SZ","06","06","526c","CDI","O","C","ct_8",1230,"tr_3"
3891,"NZ","62","62","431f","CDI","O","P","ct_9",134,"tr_6"
3913,"FZ","14","14","632f","CDI","O","C","ct_9",838,"tr_0"
3914,"RZ","63","69","465b","CDI","O","C",NA,124,NA
3923,"QA","30","30","526a","CDI","O","C","ct_9",1734,"tr_5"
3935,"LZ","75","94","373c","CDI","O","C","ct_9",1265,"tr_1"
3939,"SZ","94","94","562b","CDI","O","P","ct_9",1221,"tr_1"
3942,"PZ","75","92","423b","CDI","O","C","ct_9",1189,"tr_4"
3945,"CH","59","59","652a","CDI","O","C","ct_9",1800,"tr_4"
3973,"QB","33","33","525d","CDI","O","C","ct_8",1795,"tr_4"
3974,"JC","92","92","388a","CDI","O","C","ct_9",923,"tr_5"
3976,"JC","78","75","388c","CDI","O","C","ct_9",2200,"tr_4"
3979,"HZ","85","85","526e","CDI","O","P","ct_9",1555,"tr_1"
3994,"NZ","94","92","534a","CDI","O","C","ct_9",1452,"tr_6"
4000,"CH","27","28","624f","CDI","O","C","ct_9",1670,"tr_1"
4005,"HZ","88","88","466c","CDI","O","P","ct_9",584,"tr_1"
4022,"QB","93","93","526a","CDI","O","P","ct_8",911,"tr_2"
4049,"QB","62","62","542a","CDD","O","P","ct_8",291,"tr_2"
4054,"MC","80","76","643a","CDI","O","C","ct_9",910,"tr_4"
4057,"QA","69","69","431f","CDI","O","P","ct_9",1197,"tr_5"
4067,"QA","2B","2B","431f","CDI","O","C","ct_6",1592,"tr_1"
4068,"QA","63","63","636d","CDI","O","C","ct_8",1820,"tr_4"
4087,"QB","38","69","461c","CDI","O","P","ct_8",810,"tr_5"
4094,"QA","67","67","344a","CDI","O","C","ct_8",1897,"tr_6"
4119,"OZ","92","92","524c","AUT","O","P","ct_2",1314,"tr_6"
4130,"OZ","49","49","524c","CDI","O","C","ct_2",1820,"tr_6"
4138,"QB","25","25","525d","CDI","O","P","ct_8",1343,"tr_1"
4142,"TZ","78","78","563c","CDI","O","C",NA,2231,NA
4178,"HZ","94","94","676c","CDI","O","C","ct_9",1857,"tr_4"
4191,"FZ","51","51","632a","CDI","O","C","ct_9",686,"tr_2"
4206,"JC","35","75","388b","CDI","O","C","ct_9",1820,"tr_3"
4229,"GZ","69","69","487a","CDI","O","C","ct_9",1820,"tr_1"
4231,"OZ","83","83","467d","CDI","O","P","ct_8",1264,"tr_5"
4238,"NZ","95","95","534a","CDI","O","C","ct_9",2028,"tr_4"
4240,"QA","60","60","526a","CDI","O","C","ct_9",1863,"tr_6"
4244,"FZ","77","91","461d","CDI","O","P","ct_9",829,"tr_1"
4249,"OZ","30","30","525a","CDI","O","C",NA,127,NA
4252,"GZ","33","16","387b","CDI","O","C","ct_9",1820,"tr_3"
4266,"CA","07","07","625g","CDI","O","C","ct_9",1570,"tr_5"
4275,"OZ","33","33","545d","CDI","O","C","ct_8",2044,"tr_6"
4277,"GZ","42","42","653a","CDI","O","C","ct_9",1656,"tr_4"
4297,"GZ","81","81","433d","CDI","O","P","ct_9",832,"tr_1"
4331,"QB","69","69","526d","CDI","O","C","ct_8",1712,"tr_3"
4344,"QA",NA,NA,"431f","CDI","O","C","ct_8",1820,"tr_2"
4348,"QB","11","11","525d","CDI","O","C","ct_8",1820,"tr_3"
4354,"MA","31","31","382a","CDI","O","C","ct_9",1820,"tr_3"
4375,"QB","30","30","526a","CDI","O","C",NA,264,NA
4379,"NZ","93","93","684b","CDI","O","C","ct_9",1834,"tr_5"
4384,"KZ","51","51","467c","CDI","O","C","ct_8",1820,"tr_6"
4388,"CA","67","67","674c","CDI","O","C","ct_9",1401,"tr_5"
4396,"CH","52","55","384a","CDI","O","C","ct_9",1008,"tr_2"
4397,"DZ","57","57","477b","CDI","O","C","ct_9",1820,"tr_5"
4404,"GZ","94","94","634c","CDI","O","C","ct_9",1819,"tr_2"
4421,"QB","26","26","543b","CDI","O","C","ct_8",878,"tr_5"
4428,"OZ","40","40","333f","CDI","O","C","ct_2",1820,"tr_6"
4430,"CA","29","29","374d","CDI","O","C","ct_9",1820,"tr_6"
4435,"CH","30","30","485a","CDI","O","C","ct_9",1805,"tr_6"
4451,"HZ","77","91","546e","CDI","O","C","ct_9",1438,"tr_5"
4480,"CA","82","82","385b","CDI","O","C","ct_9",1820,"tr_5"
4481,"MA","75","75","371a","CDI","O","C","ct_9",1771,"tr_5"
4490,"FZ","73","73","463b","CDI","O","C",NA,485,NA
4498,"TZ","50","50","563c","CDI","O","N",NA,1234,NA
4514,"CJ","57","57","473c","CDI","O","C","ct_9",1820,"tr_5"
4518,"QA","77","77","525d","CDI","O","C","ct_9",1334,"tr_5"
4535,"IZ","34","34","561d","AUT","X","P","ct_9",804,"tr_1"
4545,"SZ","69","69","423b","AUT","X","C","ct_8",1506,"tr_1"
4566,"FZ","13","13","481b","CDI","O","C","ct_9",759,"tr_5"
4578,"KZ","94","75","478a","CDI","O","C","ct_5",1824,"tr_6"
4581,"NZ","06","06","534a","CDI","O","P","ct_9",1046,"tr_5"
4595,"NZ","13","84","691d","TOA","O","C","ct_6",554,"tr_0"
4602,"CG","16","16","626b","CDI","O","C","ct_9",1549,"tr_6"
4609,"NZ","93","93","534a","CDI","O","C",NA,152,"tr_1"
4610,"CI","78","78","383b","CDI","O","C","ct_9",1820,"tr_6"
4612,"CH","54","54","534a","CDI","O","C","ct_9",1780,"tr_6"
4627,"LZ","06","06","461d","CDI","O","C","ct_9",1795,"tr_1"
4644,"HZ","28","28","655a","CDI","O","C","ct_9",1712,"tr_3"
4647,"GZ","17","17","463e","CDI","O","C","ct_9",1670,"tr_2"
4652,"GZ","59","59","684a","TTP","O","C",NA,579,NA
4656,"EZ","83","13","543b","CDI","O","C","ct_9",1897,"tr_1"
4658,"HZ","95","95","641b","CDI","O","C","ct_9",1820,"tr_6"
4690,"IZ","93","95","488b","CDI","O","C","ct_9",1821,"tr_1"
4693,"GZ","82","82","374d","CDI","O","C","ct_9",304,"tr_0"
4694,"FZ","42","73","634b","CDI","O","C","ct_9",1452,"tr_3"
4705,"KZ","92","78","376b","CDI","O","C","ct_9",1820,"tr_6"
4716,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1820,"tr_6"
4717,"OZ","88","88","333e","CDI","O","C","ct_8",1820,"tr_2"
4721,"QB","06","06","563b","CDI","O","C","ct_9",1352,"tr_5"
4724,"IZ","69","71","468a","CDD","O","C","ct_9",1936,"tr_5"
4726,"NZ","47","47","691e","TOA","O","C","ct_8",542,"tr_1"
4763,"OZ","75","75","483a","AUT","O","C","ct_1",1824,"tr_6"
4776,"MA","89","89","461d","CDI","O","P","ct_9",2444,"tr_2"
4779,"HZ","92","92","451a","CDI","O","C","ct_9",1825,"tr_3"
4780,"QB","71","71","632k","CDI","O","C","ct_3",1820,"tr_5"
4781,"FZ",NA,NA,"481b","CDI","O","C","ct_9",1624,"tr_5"
4794,"EZ","18","18","628e","CDI","O","C","ct_9",1820,"tr_4"
4796,"SZ","40","40","685a","CDI","O","C","ct_9",959,"tr_1"
4803,"JA","94","75","353a","CDI","O","C","ct_9",1596,"tr_4"
4826,"FZ","78","95","477b","CDI","O","C","ct_9",1566,"tr_3"
4827,"QB","95","95","684a","CDI","O","P","ct_8",1961,"tr_2"
4841,"CC","37","37","627f","CDI","O","P","ct_9",1283,"tr_1"
4842,"HZ","59","59","461b","CDI","O","C","ct_9",1765,"tr_4"
4846,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
4852,"QB","53","44","525d","CDI","O","P","ct_8",925,"tr_3"
4855,"NZ","92","77","684a","CDI","O","C","ct_9",888,"tr_6"
4856,"QB","78","91","434f","CDI","O","C","ct_8",2152,"tr_3"
4857,"TZ","17","17","563c","CDI","O","C",NA,673,NA
4859,"QB","60","60","563a","CDI","O","N","ct_7",3000,"tr_1"
4869,"QA","67","67","542a","CDI","O","P","ct_9",1415,"tr_1"
4872,"QA","93","93","526e","CDI","O","C","ct_9",2030,"tr_3"
4881,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
4883,"QA","77","75","526a","CDI","O","C","ct_9",2304,"tr_5"
4885,"KZ","92","92","376e","CDI","O","C","ct_9",1764,"tr_1"
4887,"CL","13","13","462e","CDI","O","C","ct_9",1872,"tr_6"
4890,"JA","94","92","684a","CDD","O","P","ct_9",1262,"tr_3"
4898,"OZ","91","91","423b","CDI","O","C",NA,245,NA
4901,"GZ","50","50","554d","CDI","O","P","ct_6",997,"tr_1"
4915,"EZ",NA,NA,"485a","CDD","O","C","ct_5",2066,"tr_4"
4933,"HZ","91","91","461b","CDI","O","C","ct_9",1992,"tr_5"
4945,"MA","75","92","473a","CDI","O","C","ct_9",1647,"tr_1"
4949,"FZ","43","43","632d","AUT","X","C","ct_9",1694,"tr_3"
4971,"QA","08","08","526e","CDI","O","C","ct_9",2021,"tr_3"
4985,"GZ","84","84","634a","CDI","O","P","ct_9",988,"tr_1"
4988,"MA","78","78","461b","CDI","O","C","ct_9",1802,"tr_6"
5003,"SZ","93","75","542a","CDI","O","C","ct_8",1469,"tr_6"
5005,"IZ","67","57","461c","CDI","O","C","ct_9",413,"tr_6"
5017,"CK","38","38","474a","CDI","O","C","ct_9",1820,"tr_5"
5028,"QA","92","78","526e","CDI","O","C","ct_9",1737,"tr_5"
5048,"OZ","69","69","524c","CDI","O","P","ct_2",1789,"tr_4"
5049,"QB","29","29","526a","CDI","O","C","ct_8",1795,"tr_4"
5070,"OZ","76","76","333f","CDI","O","C","ct_2",2042,"tr_6"
5083,"FZ","43","43","621c","CDI","O","C","ct_9",1562,"tr_1"
5088,"QB","89","89","526d","CDI","O","C","ct_3",1820,"tr_1"
5109,"CM","50","69","623e","CDI","O","C","ct_9",1580,"tr_6"
5119,"GZ","14","14","487a","CDI","O","P","ct_9",1462,"tr_1"
5124,"CC","72","72","676c","CDI","O","C","ct_9",1404,"tr_5"
5133,"QA","35","35","543h","CDI","O","P","ct_6",884,"tr_1"
5138,"QA","08","08","451h","CDI","O","C","ct_3",1820,"tr_6"
5142,"QB","17","17","525d","CDI","O","C","ct_8",1339,"tr_4"
5150,"QB","63","63","563a","CDI","O","N","ct_7",2196,"tr_1"
5158,"GZ","44","01","462e","CDI","O","C","ct_9",642,"tr_3"
5171,"CF","93","94","674a","CDI","O","C","ct_9",745,"tr_6"
5172,"CA","2B","2B","524c","CDI","O","C","ct_2",1710,"tr_3"
5178,"PZ","75","75","524c","CDI","O","P","ct_2",1356,"tr_3"
5188,"CG","77","93","626b","CDI","O","C","ct_9",1901,"tr_6"
5190,"HZ","52","91","642b","CDI","O","P","ct_9",400,"tr_3"
5198,"CE","62","59","625c","CDI","O","C","ct_9",1610,"tr_5"
5203,"QB","56","56","563b","CDI","O","P","ct_8",1403,"tr_4"
5209,"MA","69","33","372b","CDI","O","N","ct_9",606,"tr_4"
5219,"GZ","67","67","653a","CDI","O","C","ct_9",1533,"tr_3"
5228,"HZ","47","54","534a","AUT","O","N","ct_9",1096,"tr_5"
5235,"CH","08","08","653a","CDI","O","C","ct_9",1580,"tr_3"
5237,"NZ","59","59","627a","TTP","O","C","ct_9",1017,"tr_2"
5240,"MA","31","31","479b","CDI","O","C","ct_9",1696,"tr_6"
5286,"QB","81","81","563a","AUT","O","C","ct_2",1820,"tr_6"
5300,"QA","13","13","525d","CDI","O","P","ct_9",1420,"tr_4"
5306,"QB","30","30","563b","CDI","O","P","ct_8",1600,"tr_6"
5308,"CH","95","95","673c","CDI","O","C","ct_9",1710,"tr_1"
5310,"CM","42","42","461b","CDI","O","C","ct_9",1505,"tr_1"
5317,"NZ","56","56","564a","CDI","O","P","ct_8",2009,"tr_1"
5357,"QA","92","92","433a","CDI","O","P","ct_9",1820,"tr_1"
5362,"CL","61","61","674d","CDI","O","C","ct_9",1623,"tr_5"
5367,"QB","11","11","526a","CDI","O","C","ct_9",1815,"tr_4"
5368,"NZ","69","69","676e","CDI","O","P",NA,139,"tr_5"
5376,"HZ","25","25","642b","CDI","O","P","ct_9",597,"tr_0"
5379,"QB","76","76","563a","CDI","O","N","ct_7",3000,"tr_1"
5381,"PZ","92","92","461d","CDI","O","C","ct_9",1618,"tr_2"
5388,"NZ","13","13","684a","CDI","O","C","ct_8",1795,"tr_1"
5398,"QA","91","91","432b","CDI","O","C","ct_8",1820,"tr_6"
5399,"GZ","64","64","634c","CDI","O","C","ct_9",2011,"tr_3"
5416,"IZ","38","38","561b","CDI","O","P","ct_9",912,"tr_0"
5418,"NZ","93","75","632a","TTP","O","C","ct_9",451,"tr_1"
5420,"QA","75","75","542a","CDI","O","C","ct_6",1820,"tr_1"
5424,"HZ","83","13","641a","CDI","O","C","ct_9",1760,"tr_4"
5427,"QA","81","11","461f","CDI","O","P","ct_8",1560,"tr_5"
5447,"CE","95","95","628a","CDI","O","C","ct_9",323,"tr_4"
5448,"NZ","94","75","684a","CDI","O","P","ct_9",2706,"tr_6"
5455,"QB","13","13","563a","CDI","O","N","ct_7",2500,"tr_1"
5459,"HZ","63","63","641a","CDI","O","C","ct_9",809,"tr_4"
5471,"CJ","77","77","624e","CDI","O","C","ct_9",1740,"tr_6"
5479,"NZ","79","86","684a","CDI","O","C",NA,255,"tr_1"
5480,"NZ","14","14","684a","CDI","O","P","ct_9",1669,"tr_6"
5484,"HZ","24","24","466b","CDI","O","C","ct_9",1435,"tr_3"
5487,"GZ","95","95","462e","CDI","O","P","ct_9",607,"tr_5"
5491,"GZ","59","59","554a","CDI","O","C","ct_9",1820,"tr_6"
5495,"CA","57","57","543f","CDI","O","P","ct_9",1214,"tr_5"
5518,"HZ","38","38","676c","CDI","O","C","ct_9",1782,"tr_0"
5519,"GZ","75","75","554g","CDI","O","C","ct_9",1669,"tr_1"
5533,"OZ","38","38","563a","AUT","O","C","ct_2",1820,"tr_6"
5542,"QA","17","17","526b","CDI","O","C","ct_9",1699,"tr_1"
5546,"PZ","13","13","422d","CDI","O","C","ct_8",1780,"tr_4"
5551,"SZ","29","29","654b","CDD","O","P","ct_8",299,"tr_3"
5559,"NZ","06","06","684a","CDI","O","C","ct_9",1904,"tr_2"
5561,"KZ","60","92","545c","CDI","O","C","ct_9",1628,"tr_6"
5573,"QB","57","57","525d","CDI","O","P","ct_8",910,"tr_1"
5591,"OZ","72","72","563a","AUT","O","P","ct_2",1118,"tr_6"
5598,"QB","29","29","563b","CDI","O","P","ct_8",1478,"tr_4"
5606,"OZ","63","63","333f","CDI","O","C","ct_2",1819,"tr_6"
5616,"QA","78","78","525d","AUT","O","C","ct_3",1819,"tr_6"
5627,"CC","27","27","674e","CDI","O","C","ct_9",1797,"tr_5"
5629,"FZ","94","94","681a","CDI","O","C","ct_9",1554,"tr_1"
5643,"CA","71","01","625f","CDI","O","C","ct_9",1785,"tr_6"
5644,"KZ","93","93","545b","CDI","O","C","ct_9",1815,"tr_1"
5651,"PZ","59","59","342d","CDI","O","C","ct_8",1820,"tr_5"
5652,"OZ","87","87","563a","AUT","O","C","ct_2",1820,"tr_6"
5654,"QA","06","06","525d","CDI","O","P","ct_8",192,"tr_3"
5663,"QA","51","51","525d","CDI","O","C","ct_8",1820,"tr_5"
5675,"OZ","77","94","524b","CDI","O","C",NA,208,NA
5684,"CI","93","91","473b","CDI","O","C","ct_9",1778,"tr_3"
5685,"QA","77","94","431f","CDI","O","C","ct_8",1824,"tr_6"
5701,"CF","27","59","463d","CDI","O","C","ct_9",1827,"tr_6"
5704,"HZ","67","67","642b","CDD","O","C",NA,416,NA
5705,"OZ","21","21","524c","AUT","O","C","ct_2",1819,"tr_5"
5709,"TZ",NA,NA,"563c","CDI","O","C",NA,1290,NA
5723,"QB","86","37","525d","CDI","O","C","ct_8",869,"tr_4"
5726,"KZ","79","79","545c","CDD","O","C","ct_9",393,"tr_5"
5731,"FZ","94","93","632a","CDI","O","C","ct_9",910,"tr_2"
5732,"NZ","46","46","543b","TTP","O","N","ct_9",1663,"tr_1"
5758,"FZ","40","40","681a","CDI","O","C","ct_6",1669,"tr_1"
5763,"QA","31","31","526a","CDI","O","C","ct_8",1669,"tr_6"
5786,"NZ","28","28","652a","TTP","O","C","ct_9",1458,"tr_1"
5792,"QB","13","13","525d","CDI","O","C","ct_9",1807,"tr_4"
5795,"QB","29","29","451h","AUT","O","C","ct_3",1819,"tr_1"
5796,"QB","83","83","525d","CDI","O","P","ct_8",250,"tr_3"
5808,"QB","59","59","563b","CDI","O","C","ct_8",1663,"tr_6"
5812,"GZ","94","94","643a","CDI","O","C","ct_9",1539,"tr_5"
5815,"QA","77","75","525d","CDI","O","C","ct_8",1260,"tr_6"
5819,"GZ","62","62","554a","CDI","O","C","ct_9",1820,"tr_5"
5832,"GZ","85","85","556a","CDI","O","C","ct_9",1974,"tr_2"
5837,"QA",NA,NA,"526a","CDI","O","C","ct_9",1820,"tr_5"
5848,"KZ","70","70","467a","CDI","O","C","ct_9",1820,"tr_2"
5872,"QB","06","04","525d","CDI","O","P","ct_3",1365,"tr_4"
5885,"GZ","35","35","463b","CDI","O","C","ct_9",1244,"tr_1"
5886,"CG","64","64","625c","CDI","O","C","ct_9",1644,"tr_6"
5900,"HZ","75","93","546d","CDI","O","C","ct_9",1068,"tr_6"
5902,"AZ","41","41","691c","CDI","O","P",NA,162,NA
5921,"QB","12","12","525d","CDI","O","P","ct_8",911,"tr_5"
5935,"OZ","67","67","467d","CDI","O","C","ct_8",1565,"tr_6"
5948,"CA","53","53","674c","CDI","O","P","ct_9",480,"tr_6"
5952,"FZ","59","59","632a","CDI","O","C","ct_9",270,"tr_1"
5965,"FZ","06","06","463a","CDI","O","C","ct_9",1820,"tr_2"
5987,"PZ","59","59","333a","CDI","O","C",NA,152,NA
6019,"QB","76","76","563a","CDI","O","N","ct_7",3000,"tr_1"
6020,"QB","59","59","684a","CDD","O","C","ct_8",1626,"tr_6"
6024,"TZ","76","76","563c","AUT","O","C",NA,254,NA
6026,"NZ","95","75","684a","CDI","O","C","ct_9",416,"tr_1"
6031,"QA","62","62","526e","CDI","O","C","ct_9",2060,"tr_2"
6042,"QB","13","13","526a","CDI","O","C","ct_9",1820,"tr_3"
6043,"QB","13","13","563b","AUT","O","C",NA,376,NA
6049,"GZ","44","44","653a","CDI","O","C","ct_9",861,"tr_4"
6059,"CA","83","83","674c","CDI","O","C","ct_9",875,"tr_3"
6064,"OZ","54","54","461d","CDI","O","C","ct_8",1849,"tr_6"
6065,"QB","33","33","563b","CDI","O","C",NA,685,NA
6069,"PZ","75","75","524c","CDI","O","P","ct_2",947,"tr_3"
6073,"GZ","45","45","554c","CDI","O","C","ct_9",1739,"tr_1"
6086,"QA","06","06","451h","CDI","O","P","ct_3",621,"tr_6"
6091,"QB","02","02","563b","CDI","O","P","ct_8",1161,"tr_3"
6094,"QB","32","32","685a","CDI","O","C","ct_9",1519,"tr_5"
6101,"QB","67","67","563a","CDI","O","N","ct_7",754,"tr_0"
6103,"EZ","51","10","644a","CDI","O","C","ct_9",1834,"tr_1"
