pkey,Type_of_contract,PAY,job_dep,employer_type,employee_count,work_condition,ECO_SECT,JOB_CATEGORY,working_hours,work_desc
2000,"CDI",53388,"23","ct_9","tr_2","C","KZ","O",1820,"371a"
2001,"CDI",33499,"03","ct_9","tr_1","C","KZ","O",1820,"467a"
2003,"CDI",45132,"75","ct_9","tr_6","C","CA","O",1764,"462e"
2012,"CDI",12571,"03","ct_9","tr_6","C","CB","O",1691,"675a"
2022,"CDI",19074,"03","ct_9","tr_6","C","HZ","O",1789,"676c"
2026,"CDI",21920,"03","ct_9","tr_1","C","IZ","O",1491,"636d"
2034,"CDI",22050,"03","ct_9","tr_4","C","CM","O",1683,"623g"
2037,"CDI",17850,"03","ct_9","tr_3","C","MA","O",1820,"543b"
2049,"CDD",2462,"03","ct_9","tr_0","P","LZ","O",260,"551a"
2056,"CDI",33127,"03","ct_8","tr_3","P","QB","O",1737,"434a"
2062,"CDI",7254,"03","ct_9","tr_3","P","QB","O",755,"563b"
2065,"AUT",3176,"03",NA,NA,"N","TZ","O",398,"563c"
2079,"CDI",14205,"03","ct_8","tr_6","P","QB","O",1089,"526a"
2113,"CDI",24176,"03","ct_8","tr_1","C","PZ","O",1213,"421b"
2114,"CDI",14003,"03","ct_8","tr_4","C","QB","O",1169,"526a"
2117,"CDI",4164,"03","ct_9","tr_0","C","NZ","O",450,"675c"
2132,"AUT",20692,"03","ct_2","tr_1","P","OZ","O",2080,"523c"
2139,"CDI",6793,"03","ct_9","tr_3","P","QB","O",755,"563b"
2143,"AUT",2129,"03","ct_8","tr_5","P","QB","O",546,"684a"
2151,"CDI",19530,"03","ct_9","tr_2","C","GZ","O",1850,"553c"
2154,"TTP",7872,"03","ct_9","tr_1","N","NZ","O",615,"676a"
2161,"CDI",11320,"03","ct_9","tr_5","P","NZ","O",1162,"684a"
2164,"CDI",15888,"03","ct_9","tr_1","C","FZ","O",1652,"681a"
2172,"CDI",16677,"18","ct_9","tr_4","P","QA","O",1469,"431f"
2175,"CDI",11148,"03","ct_9","tr_3","P","IZ","O",1196,"561d"
2179,"CDI",43662,"03","ct_8","tr_3","P","PZ","O",1950,"341b"
2180,"CDI",24189,"03","ct_9","tr_6","P","CA","O",1788,"625d"
2182,"CDI",23989,"71","ct_9","tr_3","C","QB","O",1936,"525d"
2183,"AUT",24441,"03","ct_9","tr_4","C","HZ","O",1820,"521a"
2184,"CDI",22750,"03","ct_9","tr_1","P","KZ","O",1638,"467a"
2187,"CDI",35647,"74","ct_9","tr_5","C","FZ","O",1820,"472a"
2189,"APP",14008,"03","ct_6","tr_1","C","FZ","A",1799,"681b"
2190,"CDI",17265,"03","ct_9","tr_5","C","GZ","O",1801,"554a"
2192,"CDI",18823,"03","ct_8","tr_4","C","QB","O",1664,"526a"
2194,"CDI",26080,"03","ct_9","tr_3","C","HZ","O",1799,"466c"
2200,"CDD",9650,"03","ct_3","tr_5","C","QA","O",844,"525d"
2201,"CDI",25400,"03","ct_9","tr_6","C","CH","O",1442,"372c"
2202,"CDI",46008,"03","ct_9","tr_3","C","CA","O",1642,"373c"
2213,"CDI",22302,"03","ct_9","tr_5","C","CG","O",1676,"674a"
2219,"AUT",22025,"03","ct_3","tr_6","C","QA","O",1880,"526a"
2226,"CDI",16295,"03","ct_9","tr_1","C","FZ","O",1666,"681a"
2231,"CDI",17557,"03","ct_9","tr_2","P","IZ","O",1139,"488a"
2233,"CDI",17232,"03","ct_9","tr_1","C","CB","O",1370,"675a"
2234,"CDD",34799,"87","ct_3","tr_6","C","QA","O",2601,"344c"
2240,"CDI",15914,"73","ct_9","tr_6","P","CH","O",1218,"461b"
2243,"CDD",15348,"03","ct_1","tr_5","C","PZ","O",1820,"422e"
2244,"CDI",19569,"03","ct_8","tr_3","C","QB","O",1820,"434f"
2247,"CDI",27805,"63","ct_9","tr_2","C","BZ","O",1848,"621g"
2262,"CDI",21664,"03","ct_9","tr_6","C","CL","O",1315,"652a"
2266,"CDI",12314,"03","ct_8","tr_6","P","QB","O",1166,"563b"
2267,"CDI",23099,"03","ct_9","tr_3","C","EZ","O",1765,"676e"
2271,"CDI",36622,"77","ct_9","tr_3","C","FZ","O",1617,"477a"
2277,"CDI",12130,"58","ct_8","tr_3","P","QB","O",1256,"525d"
2283,"AUT",24226,"03","ct_1","tr_6","C","OZ","O",1820,"531c"
2290,"CDI",22132,"03","ct_9","tr_1","C","GZ","O",1909,"462b"
2293,"CDI",14751,"03","ct_9","tr_3","C","CG","O",1625,"625c"
2296,"CDD",4341,"03","ct_9","tr_1","C","IZ","O",430,"636d"
2298,"CDD",12537,"91","ct_9","tr_5","P","RZ","O",424,"465b"
2307,"CDI",19186,"03","ct_9","tr_1","C","QA","O",1957,"526e"
2308,"CDI",11263,"03","ct_8","tr_4","P","QB","O",1101,"525d"
2310,"CDD",2111,"03","ct_9","tr_4","P","QB","O",347,"563b"
2315,"CDI",37949,"07","ct_9","tr_5","C","CM","O",1827,"463d"
2325,"CDI",13773,"03","ct_8","tr_3","P","PZ","O",1099,"422c"
2326,"CDD",20407,"03","ct_3","tr_6","C","QA","O",1898,"431f"
2327,"CDI",19203,"03","ct_8","tr_4","C","QB","O",1770,"526d"
2329,"CDI",23905,"03","ct_9","tr_2","C","FZ","O",1742,"481a"
2338,"TTP",25321,"03","ct_9","tr_1","N","NZ","O",1935,"652a"
2341,"CDI",14910,"03","ct_9","tr_5","C","NZ","O",1484,"684a"
2366,"CDI",20516,"03","ct_9","tr_3","C","BZ","O",1770,"621g"
2369,"CDI",17467,"03","ct_9","tr_3","C","HZ","O",2011,"641a"
2372,"CDI",14318,"03","ct_9","tr_1","C","CA","O",1863,"554a"
2373,"CDI",16068,"03","ct_9","tr_1","C","NZ","O",1581,"526b"
2382,"CDI",43208,"03","ct_9","tr_3","P","NZ","O",1644,"478a"
2385,"CDI",28622,"63","ct_9","tr_6","C","CG","O",1710,"626b"
2389,"CDI",34289,"03","ct_9","tr_0","C","CB","O",1842,"627c"
2404,"CDI",16862,"75","ct_9","tr_6","P","NZ","O",1850,"684a"
2417,"CDI",34406,"04","ct_9","tr_2","C","KZ","O",1820,"467a"
2428,"CDI",23516,"04","ct_9","tr_3","C","CE","O",1923,"543b"
2436,"AUT",9894,"04","ct_8","tr_5","C","QB","X",1806,"675b"
2437,"CDI",36427,"04","ct_9","tr_6","C","CE","O",1991,"475a"
2440,"CDI",18193,"04","ct_9","tr_4","C","QB","O",1840,"526a"
2443,"CDI",25430,"04","ct_9","tr_1","C","GZ","O",1673,"543f"
2449,"AUT",20619,"04","ct_2","tr_3","C","OZ","O",1820,"523c"
2456,"CDI",18358,"04","ct_9","tr_4","C","CA","O",1771,"674c"
2468,"CDI",13627,"04","ct_9","tr_1","C","GZ","O",1420,"461f"
2469,"CDI",38092,"04","ct_9","tr_1","C","GZ","O",1853,"344d"
2474,"CDD",8728,"04","ct_9","tr_1","C","CA","O",866,"554a"
2478,"CDI",20156,"04","ct_6","tr_1","C","QA","O",1474,"526b"
2481,"CDI",24518,"04","ct_9","tr_1","C","FZ","O",1451,"621d"
2487,"CDI",14351,"04","ct_9","tr_1","C","FZ","O",1605,"632g"
2493,"CDI",22711,"04","ct_9","tr_3","C","QB","O",1782,"526a"
2494,"CDI",17377,"04","ct_8","tr_2","C","PZ","O",1668,"422c"
2514,"CDI",25640,"04","ct_8","tr_2","C","NZ","O",1747,"541b"
2518,"CDI",24832,"04","ct_9","tr_1","C","FZ","O",1734,"477c"
2528,"CDI",35414,"04","ct_9","tr_2","C","GZ","O",2059,"433d"
2530,"CDI",41602,"13","ct_9","tr_3","C","MC","O",1520,"386c"
2532,"CDD",14457,"04","ct_2","tr_4","P","QB","O",1617,"563b"
2535,"CDI",29621,"04","ct_9","tr_1","C","IZ","O",1911,"377a"
2554,"CDI",13536,"04","ct_9","tr_1","C","NZ","O",1536,"631a"
2559,"CDI",29357,"13","ct_5","tr_6","C","MB","O",2080,"479a"
2567,"CDI",64750,"04","ct_5","tr_1","C","KZ","O",1824,"376d"
2571,"CDI",15278,"78","ct_9","tr_1","P","MA","O",1073,"464a"
2574,"TTP",6072,"83","ct_9","tr_1","N","NZ","O",604,"636d"
2576,"CDI",14023,"04","ct_7","tr_1","N","TZ","O",1142,"563c"
2609,"CDI",37187,"04","ct_9","tr_1","C","NZ","O",1820,"374d"
2615,"CDI",15382,"04","ct_6","tr_0","C","GZ","O",1375,"634a"
2628,"CDI",33450,"04","ct_3","tr_6","P","QA","O",1524,"431f"
2633,"CDI",18576,"04","ct_9","tr_1","C","GZ","O",1641,"554c"
2648,"CDI",12691,"04","ct_9","tr_1","C","FZ","O",1353,"681b"
2677,"CDI",34846,"04","ct_9","tr_1","C","FZ","O",1820,"477b"
2680,"CDI",30100,"05","ct_9","tr_5","C","FZ","O",1618,"621c"
2683,"CDI",38082,"05","ct_9","tr_1","C","GZ","O",1820,"344d"
2697,"CDD",10465,"05","ct_9","tr_3","P","GZ","O",910,"552a"
2703,"AUT",25393,"05","ct_3","tr_6","P","QA","O",1456,"526a"
2706,"CDI",27460,"05","ct_9","tr_2","C","FZ","O",1698,"481a"
2723,"CDI",19566,"05","ct_3","tr_6","P","QA","O",1456,"526a"
2739,"CDI",7368,"05","ct_9","tr_5","C","QA","O",1820,"525d"
2743,"AUT",16859,"05","ct_2","tr_2","C","OZ","O",1819,"621f"
2764,"CDD",15887,"04","ct_9","tr_5","C","GZ","O",1593,"553c"
2771,"CDI",35403,"05","ct_9","tr_2","C","GZ","O",1820,"374a"
2776,"CDI",35692,"04","ct_9","tr_6","C","CE","O",1749,"625a"
2780,"CDI",8438,"05","ct_8","tr_4","P","QB","O",969,"563b"
2789,"AUT",19847,"05","ct_2","tr_3","C","OZ","O",1832,"523c"
2793,"CDI",7479,"05","ct_6","tr_1","C","FZ","O",614,"681a"
2797,"CDI",10393,"05","ct_9","tr_1","C","IZ","O",1162,"636d"
2805,"CDI",60889,"05","ct_9","tr_3","C","CH","O",1771,"385b"
2811,"CDI",25725,"05","ct_8","tr_2","P","QB","O",1722,"431f"
2816,"CDI",4909,"05","ct_9","tr_5","P","GZ","O",641,"551a"
2825,"CDI",5550,"05","ct_8","tr_1","P","SZ","O",546,"424a"
2856,"CDI",37407,"05","ct_9","tr_4","C","QB","O",1809,"431f"
2866,"TTP",2856,"05","ct_9","tr_1","C","NZ","O",298,"552a"
2881,"CDI",20062,"05","ct_8","tr_5","C","OZ","O",1820,"545d"
2888,"CDI",17334,"05","ct_3","tr_6","C","QA","O",1820,"525d"
2890,"CDI",31068,"05","ct_9","tr_4","C","HZ","O",1599,"654b"
2891,"CDI",20704,"05","ct_9","tr_1","P","CA","O",1198,"543b"
2897,"CDI",5402,"83","ct_9","tr_0","C","FZ","O",371,"632b"
2901,"CDI",1337,"06",NA,"tr_4","C","NZ","O",140,"676c"
2911,"CDI",19550,"06","ct_9","tr_4","C","QB","O",1587,"525d"
2920,"CDI",25482,"06","ct_9","tr_3","C","NZ","O",2008,"534a"
2921,"CDI",28873,"06","ct_9","tr_6","C","CF","O",1791,"475b"
2933,"TTP",4200,"75",NA,NA,"C","JA","O",133,"353c"
2955,"CDI",11187,"06",NA,NA,"C","TZ","O",756,"563c"
2958,"CDI",25802,"06","ct_9","tr_2","C","GZ","O",956,"462e"
2962,"CDI",26143,"06","ct_9","tr_2","C","MC","O",1765,"311e"
2963,"CDI",9159,"06","ct_9","tr_2","C","IZ","O",1131,"561d"
2972,"CDI",26661,"06","ct_8","tr_6","C","QA","O",1881,"431f"
2974,"CDI",18930,"06","ct_9","tr_2","C","GZ","O",1548,"462b"
2977,"CDI",6857,"06","ct_9","tr_5","C","GZ","O",415,"551a"
2982,"CDI",8758,"06","ct_8","tr_6","P","QA","O",448,"431f"
2986,"CDI",17365,"06","ct_9","tr_3","C","NZ","O",1365,"555a"
2987,"CDI",19541,"06","ct_9","tr_3","C","CM","O",1698,"543f"
2989,"CDI",14336,"06","ct_9","tr_2","C","GZ","O",1483,"556a"
2994,"CDI",4322,"06","ct_9","tr_2","C","QB","O",539,"525d"
2998,"AUT",21191,"06","ct_2","tr_2","C","PZ","O",1062,"421b"
3011,"CDI",25457,"06","ct_8","tr_2","C","OZ","O",1785,"434c"
3012,"CDI",8040,"06","ct_8","tr_3","P","SZ","O",898,"526c"
3013,"CDI",21080,"06","ct_9","tr_5","C","LZ","O",1991,"543g"
3018,"CDI",12544,"06","ct_9","tr_1","C","GZ","O",1421,"634c"
3036,"CDI",7223,"06","ct_9","tr_1","C","IZ","O",901,"636d"
3042,"CDI",15358,"06","ct_9","tr_2","C","FZ","O",1172,"542a"
3056,"CDI",8871,"06","ct_9","tr_6","P","NZ","O",1129,"684a"
3059,"CDI",62941,"06","ct_2","tr_1","C","EZ","O",1820,"332b"
3060,"CDD",3896,"06","ct_9","tr_1","P","GZ","O",347,"554e"
3061,"CDI",19775,"06","ct_9","tr_1","C","GZ","O",1821,"634c"
3066,"CDI",11451,"06","ct_6","tr_1","C","NZ","O",1419,"684a"
3077,"CDI",31729,"06","ct_2","tr_6","C","OZ","O",1820,"333f"
3087,"CDI",5079,"06",NA,NA,"C","SZ","O",455,"676c"
3100,"CDI",7748,"06",NA,NA,"P","TZ","O",453,"563c"
3101,"CDI",12335,"06","ct_8","tr_4","C","QB","O",1820,"526d"
3103,"CDI",33548,"06","ct_9","tr_0","C","FZ","O",1669,"632a"
3110,"CDI",37141,"92","ct_9","tr_6","C","MC","O",1820,"385a"
3112,"CDI",25527,"06","ct_9","tr_5","C","CE","O",1364,"674a"
3115,"CDI",48998,"06","ct_9","tr_2","C","MA","O",1889,"372e"
3118,"CDI",16707,"06","ct_6","tr_1","C","QA","O",1596,"542a"
3124,"CDI",27720,"06","ct_9","tr_3","C","CM","O",1950,"477b"
3135,"CDI",71310,"06","ct_9","tr_1","C","MA","O",1579,"377a"
3151,"CDI",19860,"06","ct_9","tr_1","C","KZ","O",1631,"467c"
3152,"CDI",14707,"06","ct_9","tr_1","C","MA","O",936,"461d"
3153,"CDI",10132,"06","ct_9","tr_4","C","QA","O",1820,"431f"
3154,"CDI",10286,"06","ct_9","tr_2","P","HZ","O",521,"643a"
3168,"AUT",4624,"75","ct_9","tr_0","C","MA","X",724,"534a"
3172,"CDI",39993,"06","ct_9","tr_2","C","KZ","O",1820,"376c"
3175,"CDI",6947,"83","ct_9","tr_0","C","MA","O",414,"424a"
3183,"CDI",28243,"06","ct_9","tr_2","C","MC","O",1750,"372a"
3188,"CDI",17803,"06","ct_9","tr_6","C","QA","O",1766,"525d"
3189,"CDI",46149,"06","ct_9","tr_6","C","JC","O",1820,"388d"
3191,"CDI",38527,"06","ct_8","tr_6","C","SZ","O",1820,"461f"
3193,"CDI",26469,"06","ct_9","tr_3","C","CC","O",1987,"476a"
3202,"CDD",8850,"93","ct_9","tr_2","N","NZ","O",908,"465b"
3206,"CDD",6046,"06","ct_2","tr_3","P","OZ","O",720,"524c"
3210,"AUT",10675,"75","ct_9","tr_0","C","MA","X",1836,"543g"
3215,"CDI",6795,"06","ct_9","tr_1","C","MA","O",759,"374a"
3228,"CDI",21164,"06","ct_8","tr_1","C","RZ","O",1599,"424a"
3242,"CDI",5280,"06","ct_6","tr_1","P","IZ","O",725,"636d"
3247,"CDI",14597,"06","ct_9","tr_1","C","FZ","O",1456,"633a"
3258,"CDI",26751,"06","ct_9","tr_4","C","HZ","O",1846,"333c"
3270,"CDD",17649,"06","ct_8","tr_5","C","QB","O",1274,"526d"
3287,"CDI",24775,"06","ct_9","tr_2","C","MA","O",1501,"461d"
3299,"CDI",34190,"06","ct_9","tr_1","C","KZ","O",1872,"467a"
3300,"CDI",15333,"06","ct_8","tr_4","C","QB","O",1347,"526a"
3302,"CDI",24735,"06","ct_8","tr_5","C","QA","O",1904,"526a"
3303,"CDI",6759,"06","ct_9","tr_1","C","NZ","O",729,"631a"
3305,"AUT",24574,"06","ct_2","tr_6","C","OZ","O",1820,"523c"
3309,"CDI",12797,"75","ct_9","tr_2","N","RZ","O",956,"372a"
3311,"AUT",27088,"06","ct_2","tr_2","C","PZ","O",1820,"421b"
3314,"CDI",13831,"06","ct_9","tr_2","C","QA","O",1189,"526e"
3316,"CDI",35250,"06","ct_9","tr_6","C","CE","O",2098,"461e"
3318,"CDI",23743,"06","ct_9","tr_1","C","NZ","O",2200,"534a"
3324,"CDI",34559,"06","ct_5","tr_6","C","HZ","O",1870,"641b"
3325,"TOA",9887,"06","ct_9","tr_1","C","IZ","O",690,"561d"
3335,"CDI",11011,"06","ct_9","tr_1","C","GZ","O",891,"554e"
3337,"CDI",10868,"06","ct_9","tr_1","C","GZ","O",1355,"554f"
3340,"CDI",25423,"94","ct_9","tr_6","C","GZ","O",1442,"462d"
3349,"CDI",6659,"06","ct_9","tr_6","C","GZ","O",516,"534a"
3351,"CDI",1297,"34",NA,"tr_1","C","NZ","O",144,"534a"
3355,"CDI",73199,"06","ct_8","tr_5","C","MA","O",1820,"478c"
3357,"CDI",29703,"06","ct_8","tr_3","C","PZ","O",1820,"421b"
3362,"TTP",4616,"06","ct_9","tr_1","C","NZ","O",438,"681a"
3363,"CDI",47328,"06","ct_8","tr_6","C","SZ","O",1820,"478a"
3365,"CDI",19700,"06","ct_8","tr_3","C","RZ","O",1710,"564b"
3367,"CDI",34098,"69","ct_9","tr_1","C","CB","O",1701,"374d"
3376,"CDI",7527,"06","ct_9","tr_1","P","GZ","O",675,"554e"
3379,"CDI",7274,"67","ct_9","tr_6","C","HZ","O",653,"556a"
3388,"CDI",7396,"06","ct_9","tr_1","C","CM","O",522,"685a"
3390,"CDI",18285,"06","ct_9","tr_3","C","QB","O",1631,"525d"
3393,"CDI",38951,"06","ct_5","tr_6","C","EZ","O",2113,"485a"
3395,"CDI",15844,"06","ct_9","tr_3","C","FZ","O",1526,"676c"
3400,"CDI",46772,"06","ct_9","tr_1","C","JC","O",1676,"465a"
3409,"CDI",5958,"06","ct_9","tr_4","C","IZ","O",843,"423b"
3422,"AUT",24744,"06","ct_2","tr_6","C","OZ","O",1820,"523c"
3423,"CDI",49827,"06","ct_9","tr_3","C","FZ","O",1540,"387e"
3432,"CDI",37569,"06","ct_9","tr_5","C","DZ","O",1905,"477c"
3437,"CDI",26361,"06","ct_9","tr_3","C","CI","O",1528,"543g"
3444,"CDI",28177,"06","ct_9","tr_3","C","HZ","O",1820,"333c"
3448,"CDI",36334,"06","ct_9","tr_1","C","MA","O",2002,"388d"
3452,"CDI",50760,"06","ct_8","tr_6","C","QA","O",2413,"344b"
3453,"CDI",26846,"06","ct_8","tr_3","C","PZ","O",1820,"421b"
3454,"CDI",26637,"13","ct_9","tr_0","C","EZ","O",1598,"625h"
3458,"CDI",10483,"06","ct_9","tr_2","P","SZ","O",1422,"563c"
3460,"CDI",18044,"06","ct_9","tr_3","C","QB","O",1024,"526d"
3462,"CDI",23557,"06","ct_5","tr_3","C","NZ","O",1820,"636d"
3469,"CDI",26479,"06","ct_9","tr_3","C","HZ","O",2393,"451a"
3477,"CDI",4116,"06","ct_9","tr_1","C","GZ","O",304,"542a"
3478,"CDI",19063,"06","ct_9","tr_1","C","KZ","O",1872,"467a"
3482,"CDI",1942,"06",NA,NA,"C","IZ","O",173,"632k"
3487,"CDD",18802,"06","ct_1","tr_6","C","PZ","O",1516,"342d"
3494,"CDI",24338,"06","ct_9","tr_4","C","GZ","O",1731,"634a"
3495,"CDI",21857,"06","ct_9","tr_1","C","GZ","O",1820,"461c"
3509,"CDI",29389,"06","ct_8","tr_6","C","QA","O",1820,"431f"
3515,"CDI",27011,"06","ct_9","tr_4","C","GZ","O",2041,"551a"
3518,"CDI",10586,"06","ct_9","tr_2","C","GZ","O",1340,"554e"
3527,"CDI",57148,"93","ct_9","tr_6","C","CL","O",1855,"384a"
3533,"CDI",21080,"06","ct_9","tr_3","C","NZ","O",2027,"631a"
3537,"CDI",56795,"06","ct_9","tr_6","C","CI","O",1820,"388e"
3538,"CDI",24932,"06","ct_8","tr_6","C","QA","O",1913,"526a"
3543,"APP",1672,"06","ct_9","tr_1","C","GZ","A",304,"683a"
3544,"CDD",22569,"06","ct_9","tr_0","C","FZ","O",1525,"632f"
3560,"CDI",32762,"06","ct_9","tr_1","C","MA","O",1859,"543b"
3564,"CDI",10776,"06","ct_9","tr_1","C","NZ","O",714,"374a"
3570,"AUT",24222,"06","ct_3","tr_6","C","QA","O",1820,"431f"
3571,"CDI",22008,"06","ct_3","tr_6","C","QA","O",1892,"431f"
3572,"CDI",16789,"31","ct_9","tr_6","C","NZ","O",1751,"534a"
3575,"CDI",53213,"06","ct_8","tr_5","P","QA","O",1115,"344a"
3577,"CDI",27494,"06","ct_8","tr_3","C","RZ","O",1638,"354b"
3578,"CDI",32683,"06","ct_9","tr_1","C","DZ","O",1771,"423b"
3585,"CDI",61333,"06","ct_9","tr_1","C","GZ","O",1841,"374d"
3587,"AUT",34849,"06","ct_1","tr_6","C","OZ","O",1820,"531a"
3590,"CDI",26056,"06","ct_8","tr_3","C","QB","O",1893,"434c"
3597,"CDI",29157,"06","ct_5","tr_6","C","HZ","O",1852,"641b"
3599,"CDI",15547,"06","ct_8","tr_5","C","QA","O",1458,"525d"
3613,"CDI",31764,"06","ct_9","tr_1","C","LZ","O",1335,"463e"
3617,"CDI",11567,"06","ct_9","tr_3","C","GZ","O",1052,"636a"
3623,"CDI",17325,"06","ct_9","tr_4","C","QB","O",1801,"525d"
3632,"CDI",8421,"06","ct_9","tr_1","C","IZ","O",1194,"561d"
3635,"CDI",3319,"06","ct_6","tr_1","P","IZ","O",270,"561c"
3643,"CDI",10163,"06","ct_9","tr_1","C","IZ","O",1390,"561b"
3644,"CDI",22734,"06","ct_9","tr_6","C","GZ","O",1819,"554a"
3650,"CDI",31162,"06","ct_9","tr_6","C","MA","O",474,"388a"
3651,"CDI",25432,"06","ct_9","tr_3","C","HZ","O",1822,"451a"
3653,"CDI",18246,"75","ct_8","tr_6","N","QA","O",1373,"431e"
3654,"CDI",30918,"06","ct_9","tr_1","C","QA","O",2200,"526e"
3656,"CDI",36404,"06","ct_9","tr_2","C","GZ","O",1924,"543f"
3657,"CDI",6755,"06","ct_2","tr_6","P","OZ","O",192,"344b"
3662,"CDI",5244,"06","ct_6","tr_3","C","IZ","O",528,"636d"
3674,"TTP",2255,"06","ct_9","tr_1","N","NZ","O",211,"553b"
3675,"TOA",21357,"06","ct_9","tr_2","C","IZ","O",2010,"561d"
3683,"CDI",30142,"75","ct_9","tr_5","C","JC","O",1820,"388a"
3684,"CDI",22926,"06","ct_9","tr_3","C","QB","O",1634,"526d"
3690,"AUT",1069,"06",NA,NA,"C","IZ","O",123,"561d"
3696,"CDI",27155,"06","ct_9","tr_2","C","JA","O",2005,"388b"
3699,"CDI",15518,"06","ct_9","tr_1","P","QA","O",1083,"526b"
3711,"CDI",12284,"06","ct_9","tr_2","C","QA","O",1165,"526e"
3715,"CDI",27507,"06","ct_1","tr_4","C","QA","O",2088,"464a"
3723,"CDI",12878,"06","ct_9","tr_4","C","NZ","O",1667,"676a"
3733,"CDD",9696,"06","ct_1","tr_3","P","PZ","O",843,"524b"
3736,"CDI",18099,"06","ct_8","tr_6","C","QA","O",455,"526a"
3756,"CDI",18978,"06","ct_9","tr_4","C","RZ","O",1179,"636d"
3758,"CDI",54563,"06","ct_9","tr_6","C","IZ","O",1622,"372c"
3763,"CDI",27965,"06","ct_8","tr_3","C","PZ","O",1923,"421b"
3766,"CDI",35857,"06","ct_9","tr_6","C","CL","O",1864,"383a"
3770,"CDI",1890,"06",NA,NA,"C","QB","O",168,"526a"
3771,"CDI",47830,"06","ct_1","tr_4","C","OZ","O",1831,"461f"
3775,"CDI",16388,"06","ct_3","tr_5","C","QA","O",1516,"435b"
3776,"CDI",3847,"06",NA,NA,"C","FZ","O",418,"632a"
3777,"CDI",5354,"06","ct_9","tr_1","P","FZ","O",476,"632j"
3778,"CDI",16628,"06","ct_9","tr_1","C","GZ","O",1729,"554h"
3780,"AUT",28789,"06","ct_2","tr_1","C","PZ","O",1820,"421b"
3786,"CDI",12263,"06","ct_9","tr_3","C","GZ","O",1460,"553c"
3789,"CDI",20626,"06","ct_8","tr_3","C","QA","O",1670,"526b"
3792,"CDD",3786,"06","ct_8","tr_6","C","SZ","O",323,"434f"
3796,"CDI",16035,"06","ct_9","tr_3","C","QB","O",1772,"525d"
3805,"CDI",24200,"06","ct_9","tr_3","C","CJ","O",1832,"388a"
3808,"CDI",20451,"06","ct_8","tr_6","C","QA","O",1840,"433d"
3809,"CDI",25617,"13","ct_9","tr_3","C","NZ","O",1595,"477b"
3812,"CDD",2546,"06","ct_9","tr_1","P","SZ","O",254,"562a"
3813,"CDI",16374,"06","ct_8","tr_5","P","QA","O",1365,"526a"
3818,"CDI",25118,"06","ct_9","tr_5","C","GZ","O",2020,"462b"
3821,"CDI",30226,"06","ct_9","tr_5","C","KZ","O",1760,"545c"
3824,"CDI",32238,"06","ct_9","tr_0","C","FZ","O",1855,"621a"
3827,"TOA",4481,"05","ct_9","tr_1","C","IZ","O",668,"636d"
3828,"CDI",22021,"06","ct_9","tr_2","C","HZ","O",2064,"641a"
3829,"CDI",10532,"06","ct_9","tr_2","P","SZ","O",1280,"563b"
3830,"CDD",5323,"06","ct_8","tr_1","N","RZ","O",355,"354c"
3840,"CDI",29913,"06","ct_9","tr_3","C","GZ","O",1374,"634c"
3844,"AUT",23505,"06","ct_2","tr_6","C","OZ","O",1745,"621f"
3847,"CDI",24884,"06","ct_9","tr_1","C","LZ","O",1702,"463e"
3849,"CDD",9640,"06","ct_1","tr_6","P","PZ","O",1067,"422e"
3851,"CDI",1603,"06","ct_8","tr_3","C","PZ","O",222,"525a"
3852,"CDI",12295,"06","ct_9","tr_1","C","IZ","O",1061,"561b"
3857,"CDI",10977,"06","ct_9","tr_4","C","HZ","O",1181,"652a"
3861,"CDI",33660,"06","ct_9","tr_5","C","CA","O",1789,"487a"
3869,"CDI",26761,"06","ct_9","tr_1","C","IZ","O",1179,"561c"
3871,"CDD",18219,"06","ct_2","tr_5","C","QB","O",1850,"526c"
3877,"CDI",11192,"06","ct_9","tr_1","C","CM","O",1489,"433c"
3881,"AUT",27340,"06","ct_3","tr_6","C","QA","O",1968,"525d"
3882,"CDI",52483,"84","ct_3","tr_6","C","QA","O",1394,"344a"
3887,"CDI",2410,"06","ct_9","tr_1","N","FZ","O",291,"632g"
3896,"CDI",9898,"06","ct_8","tr_1","C","PZ","O",548,"423b"
3906,"CDI",20241,"06","ct_1","tr_3","C","OZ","O",1820,"543g"
3908,"CDI",12228,"06","ct_9","tr_1","C","IZ","O",1130,"561d"
3911,"TOA",4512,"06","ct_1","tr_6","P","PZ","O",471,"342d"
3912,"CDI",5921,"06","ct_9","tr_0","C","FZ","O",201,"621e"
3922,"CDI",5340,"06","ct_9","tr_1","C","GZ","O",419,"554e"
3936,"CDI",22258,"06","ct_8","tr_6","C","QA","O",1846,"526c"
3943,"CDI",28151,"06","ct_3","tr_6","C","QA","O",2028,"431f"
3952,"APP",2023,"06","ct_9","tr_1","C","FZ","A",375,"681b"
3953,"CDI",12360,"06","ct_9","tr_4","P","GZ","O",1476,"552a"
3955,"CDI",23846,"06","ct_9","tr_1","C","LZ","O",1554,"543b"
3971,"CDI",22240,"06","ct_9","tr_3","C","HZ","O",1646,"641a"
3975,"CDI",20512,"06","ct_3","tr_6","C","QA","O",1819,"526a"
3981,"CDI",9578,"06","ct_9","tr_4","C","IZ","O",626,"561e"
3983,"CDI",27067,"06","ct_2","tr_6","C","OZ","O",1820,"451g"
3989,"CDI",25564,"06","ct_9","tr_6","C","KZ","O",1864,"467b"
3990,"TOA",8033,"06","ct_9","tr_1","C","IZ","O",709,"561f"
